word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,textbox.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,key_resp.started,text.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,textbox_2.started,textbox_2.stopped,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
RED,blue,I,b,9,1,2,b,1,1.4535662500002218,None,2,1,9,1,11.421399042001212,,,,,,,,,11.412505083000724,11.421399042001212,11.421399042001212,11.905575042001146,11.908629792000283,12.877134042000762,b,1,1.4535662500002218,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,red,I,r,10,2,2,r,1,1.060008791000655,None,2,2,10,3,12.906153542000538,,,,,,,,,12.881746332999683,12.906153542000538,12.906153542000538,13.378750457999558,13.39190491699992,13.974316167001234,r,1,1.060008791000655,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,red,C,r,11,3,2,r,1,0.9104899159992783,None,2,3,11,0,13.986529042000257,,,,,,,,,13.979057917000318,13.986529042000257,13.986529042000257,14.47243441700084,14.475935833001131,14.908074208000471,r,1,0.9104899159992783,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,blue,I,b,12,0,3,b,1,1.2536021239993715,None,3,0,12,1,14.91729233300066,,,,,,,,,14.909529292001025,14.91729233300066,14.91729233300066,15.405583542000386,15.408566916999916,16.17451891699966,b,1,1.2536021239993715,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,blue,C,b,13,1,3,b,1,1.2165274159997352,None,3,1,13,2,16.18643795800017,,,,,,,,,16.178991458000382,16.18643795800017,16.18643795800017,16.672345958000733,16.67548225000064,17.40816970800006,b,1,1.2165274159997352,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,red,C,r,14,2,3,r,1,1.0449756239995622,None,3,2,14,0,17.420972125000844,,,,,,,,,17.41378650000115,17.420972125000844,17.420972125000844,17.905861625000398,17.909319708000112,18.474274666999918,r,1,1.0449756239995622,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,red,I,r,15,3,3,r,1,1.3864463739992061,None,3,3,15,3,18.4864290000005,,,,,,,,,18.479008874999636,18.4864290000005,18.4864290000005,18.972369041999627,18.97594220800056,19.8774950420011,r,1,1.3864463739992061,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,blue,I,b,16,0,4,b,1,0.8528606660001969,None,4,0,16,1,19.905918124999516,,,,,,,,,19.882832708000933,19.905918124999516,19.905918124999516,20.379229250000208,20.392028375001246,20.76095533300031,b,1,0.8528606660001969,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,blue,C,b,17,1,4,b,1,0.9160326660003193,None,4,1,17,2,20.771784083000966,,,,,,,,,20.765324416999647,20.771784083000966,20.771784083000966,21.261512250001033,21.261512250001033,21.69175529200038,b,1,0.9160326660003193,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,red,I,r,18,2,4,r,1,1.0146502909992705,None,4,2,18,3,21.700231000000713,,,,,,,,,21.69286779200047,21.700231000000713,21.700231000000713,22.189049792001242,22.192603208000946,22.724307750000662,r,1,1.0146502909992705,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,red,C,r,19,3,4,r,1,1.1522147079995193,None,4,3,19,0,22.736455333000777,,,,,,,,,22.729296958001214,22.736455333000777,22.736455333000777,23.222370708001108,23.226036916999874,23.890368083000794,r,1,1.1522147079995193,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,red,C,r,20,0,5,r,1,1.109321332000036,None,5,0,20,0,23.89937833300064,,,,,,,,,23.891313000000082,23.89937833300064,23.89937833300064,24.38904850000108,24.39243137500125,25.010298582999894,r,1,1.109321332000036,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,blue,I,b,21,1,5,b,1,1.3412799160014401,None,5,1,21,1,25.02250649999951,,,,,,,,,25.01129020799999,25.02250649999951,25.02250649999951,25.511748250000892,25.511748250000892,26.374204125000688,b,1,1.3412799160014401,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,blue,C,b,22,2,5,b,1,1.0278476660005254,None,5,2,22,2,26.386949625000852,,,,,,,,,26.37916341700111,26.386949625000852,26.386949625000852,26.87236516700068,26.875852291999763,27.424945458000366,b,1,1.0278476660005254,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,red,I,r,23,3,5,r,1,1.652268666000964,None,5,3,23,3,27.433484417000727,,,,,,,,,27.425924417000715,27.433484417000727,27.433484417000727,27.922290333001,27.925389292000546,29.091033208000226,r,1,1.652268666000964,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,red,I,r,24,0,6,r,1,1.289569873999426,None,6,0,24,3,29.100098875000185,,,,,,,,,29.092079457999716,29.100098875000185,29.100098875000185,29.58922779200111,29.592610957999568,30.394116999999824,r,1,1.289569873999426,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,blue,C,b,25,1,6,b,1,1.4318161250012054,None,6,1,25,2,30.4057647919999,,,,,,,,,30.395152999999482,30.4057647919999,30.4057647919999,30.8960307920006,30.8960307920006,31.840877917000398,b,1,1.4318161250012054,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,red,C,r,26,2,6,r,1,1.2206394580007327,None,6,2,26,0,31.853935541999817,,,,,,,,,31.84626683300121,31.853935541999817,31.853935541999817,32.33906604200092,32.342729957999836,33.07703804199991,r,1,1.2206394580007327,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,blue,I,b,27,3,6,b,1,1.3893711239998083,None,6,3,27,1,33.08915708300083,,,,,,,,,33.07795162500042,33.08915708300083,33.08915708300083,33.57743912499973,33.57743912499973,34.491061374999845,b,1,1.3893711239998083,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,red,C,r,28,0,7,r,1,1.1636678329996357,None,7,0,28,0,34.49985216700043,,,,,,,,,34.49210658300035,34.49985216700043,34.49985216700043,34.98899020800127,34.99219466700015,35.67412675000014,r,1,1.1636678329996357,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,blue,C,b,29,1,7,b,1,1.331256081999527,None,7,1,29,2,35.68632562499988,,,,,,,,,35.67902887499986,35.68632562499988,35.68632562499988,36.17235037499995,36.175519042000815,37.024994417000926,b,1,1.331256081999527,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,red,I,r,30,2,7,r,1,1.4791795830005867,None,7,2,30,3,37.03328016700107,,,,,,,,,37.02660766699955,37.03328016700107,37.03328016700107,37.522378417001164,37.52571508300025,38.52374712500023,r,1,1.4791795830005867,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,blue,I,b,31,3,7,b,1,1.7189410829996632,None,7,3,31,1,38.535378250000576,,,,,,,,,38.52864041700013,38.535378250000576,38.535378250000576,39.02222454200091,39.02511533300094,40.25773545800075,b,1,1.7189410829996632,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,red,C,r,32,0,8,r,1,1.1591064159983944,None,8,0,32,0,40.26625212500039,,,,,,,,,40.25914700000067,40.26625212500039,40.26625212500039,40.75575966700126,40.76165879200016,41.427762167000765,r,1,1.1591064159983944,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,red,I,r,33,1,8,r,1,1.1474499159994593,None,8,1,33,3,41.455968708,,,,,,,,,41.432221208000556,41.455968708,41.455968708,41.92830333300117,41.94195933300034,42.608031208001194,r,1,1.1474499159994593,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,blue,I,b,34,2,8,b,1,1.3944608330002666,None,8,2,34,1,42.619920958000876,,,,,,,,,42.612343458000396,42.619920958000876,42.619920958000876,43.10570783299954,43.1095636250011,44.023395833000905,b,1,1.3944608330002666,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,blue,C,b,35,3,8,b,1,1.117480290999083,None,8,3,35,2,44.032865041999685,,,,,,,,,44.026956875000906,44.032865041999685,44.032865041999685,44.52231466699959,44.525456291999944,45.15725300000122,b,1,1.117480290999083,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,blue,C,b,36,0,9,b,1,1.1442674989993975,None,9,0,36,2,45.16687937499955,,,,,,,,,45.15817112500008,45.16687937499955,45.16687937499955,45.655479417000606,45.658371917001205,46.324234292000256,b,1,1.1442674989993975,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,blue,I,b,37,1,9,b,1,1.3101138319998427,None,9,1,37,1,46.33724345799965,,,,,,,,,46.328925542000434,46.33724345799965,46.33724345799965,46.82231537500047,46.82559166700048,47.65746220800065,b,1,1.3101138319998427,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
BLUE,red,I,r,38,2,9,r,1,1.6899096249999275,None,9,2,38,3,47.67124191699986,,,,,,,,,47.66297591700095,47.67124191699986,47.67124191699986,48.155588292000175,48.158843458000774,49.37433041700024,r,1,1.6899096249999275,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
RED,red,C,r,39,3,9,r,1,0.9196648740016826,None,9,3,39,0,49.38760524999998,,,,,,,,,49.37922554200122,49.38760524999998,49.38760524999998,49.872262917000626,49.87520058300106,50.31116312500126,r,1,0.9196648740016826,None,,,,,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.31342600000062,50.32535391700003,51.32222091699987,51.30947733300127,4,001,2025-08-21_16h16.56.007,stroop 0.1,,2025.1.1,None,2025-08-21 16h17.01.056344 +0530,
