thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,0,0,[np.float64(0.16666666666666666)],[np.float64(-0.48)],[1],[0],[0],[2.598043083009543],['target'],0,0,0,0,0.02234254201175645,,10,0.014327000011689961,0.02234254201175645,0.02234254201175645,0.014336457999888808,2.612438417010708,[np.float64(0.16666666666666666)],[np.float64(-0.48)],[1],[0],[0],[2.598043083009543],['target'],5,001,2025-09-28_17h09.12.992,Visual Search Experiment,,2025.1.1,None,2025-09-28 17h09.23.371372 +0530,
1,0,1,[np.float64(-0.015)],[np.float64(-0.135)],[1],[0],[0],[0.9976374589896295],['target'],1,0,1,0,2.6387027089949697,,10,2.6310155840183143,2.6387027089949697,2.6387027089949697,0.01833558300859295,3.628696542000398,[np.float64(-0.015)],[np.float64(-0.135)],[1],[0],[0],[0.9976374589896295],['target'],5,001,2025-09-28_17h09.12.992,Visual Search Experiment,,2025.1.1,None,2025-09-28 17h09.23.371372 +0530,
2,0,2,[np.float64(-0.365)],[np.float64(0.49333333333333335)],[1],[0],[0],[4.604620583006181],['target'],2,0,2,0,3.6458622500067577,,5,3.6398362920153886,3.6458622500067577,3.6458622500067577,0.010969541996018961,8.24452045900398,[np.float64(-0.365)],[np.float64(0.49333333333333335)],[1],[0],[0],[4.604620583006181],['target'],5,001,2025-09-28_17h09.12.992,Visual Search Experiment,,2025.1.1,None,2025-09-28 17h09.23.371372 +0530,
3,0,3,[np.float64(0.14)],[np.float64(0.035)],[1],[0],[0],[1.6125165419944096],['target'],3,0,3,0,8.275271000020439,,10,8.266339374997187,8.275271000020439,8.275271000020439,0.021637791011016816,9.878895667003235,[np.float64(0.14)],[np.float64(0.035)],[1],[0],[0],[1.6125165419944096],['target'],5,001,2025-09-28_17h09.12.992,Visual Search Experiment,,2025.1.1,None,2025-09-28 17h09.23.371372 +0530,
4,0,4,[np.float64(0.43666666666666665)],[np.float64(-0.48333333333333334)],[1],[0],[0],[1.8058820419828407],[None],4,0,4,0,9.896539167006267,,5,9.890148584003327,9.896539167006267,9.896539167006267,0.011087666993262246,11.696093250007834,[np.float64(0.43666666666666665)],[np.float64(-0.48333333333333334)],[1],[0],[0],[1.8058820419828407],[None],5,001,2025-09-28_17h09.12.992,Visual Search Experiment,,2025.1.1,None,2025-09-28 17h09.23.371372 +0530,
5,0,5,[np.float64(-0.07333333333333333)],[np.float64(0.4533333333333333)],[1],[0],[0],[2.310126833006507],['target'],5,0,5,0,11.726390750001883,,10,11.717890083993552,11.726390750001883,11.726390750001883,0.0216178749979008,14.02806083401083,[np.float64(-0.07333333333333333)],[np.float64(0.4533333333333333)],[1],[0],[0],[2.310126833006507],['target'],5,001,2025-09-28_17h09.12.992,Visual Search Experiment,,2025.1.1,None,2025-09-28 17h09.23.371372 +0530,
6,0,6,[np.float64(0.08166666666666667)],[np.float64(-0.025)],[1],[0],[0],[1.1137029999808874],['target'],6,0,6,0,14.055594959005248,,10,14.047877334000077,14.055594959005248,14.055594959005248,0.019651874987175688,15.161624583997764,[np.float64(0.08166666666666667)],[np.float64(-0.025)],[1],[0],[0],[1.1137029999808874],['target'],5,001,2025-09-28_17h09.12.992,Visual Search Experiment,,2025.1.1,None,2025-09-28 17h09.23.371372 +0530,
7,0,7,[np.float64(0.05333333333333334)],[np.float64(0.4766666666666667)],[1],[0],[0],[2.421542500000214],['target'],7,0,7,0,15.179274541995255,,5,15.172946334001608,15.179274541995255,15.179274541995255,0.011155041982419789,17.594557042000815,[np.float64(0.05333333333333334)],[np.float64(0.4766666666666667)],[1],[0],[0],[2.421542500000214],['target'],5,001,2025-09-28_17h09.12.992,Visual Search Experiment,,2025.1.1,None,2025-09-28 17h09.23.371372 +0530,
8,0,8,[np.float64(0.475)],[np.float64(0.445)],[1],[0],[0],[1.1607640419970267],['target'],8,0,8,0,17.6254778339935,,10,17.616887792013586,17.6254778339935,17.6254778339935,0.02213108300929889,18.777691249997588,[np.float64(0.475)],[np.float64(0.445)],[1],[0],[0],[1.1607640419970267],['target'],5,001,2025-09-28_17h09.12.992,Visual Search Experiment,,2025.1.1,None,2025-09-28 17h09.23.371372 +0530,
9,0,9,[np.float64(0.03833333333333333)],[np.float64(0.058333333333333334)],[1],[0],[0],[1.5972225829900708],['target'],9,0,9,0,18.804371209000237,,10,18.79709016700508,18.804371209000237,18.804371209000237,0.01923387500573881,20.394356459000846,[np.float64(0.03833333333333333)],[np.float64(0.058333333333333334)],[1],[0],[0],[1.5972225829900708],['target'],5,001,2025-09-28_17h09.12.992,Visual Search Experiment,,2025.1.1,None,2025-09-28 17h09.23.371372 +0530,
