imgfile,img_brightness,thisN,thisTrialN,thisRepN,question,correctAns,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,old_new,CorrectAns,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,EncodingTrial.started,polygon.started,image.started,polygon.stopped,image.stopped,EncodingTrial.stopped,Instructions_2.started,text_4.started,key_resp_4.started,Instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,InterferenceTrial.started,text_2.started,key_resp_2.started,InterferenceTrial.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,instructions_3.started,text_5.started,key_resp_5.started,instructions_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,RecognitionTrial.started,image_2.started,key_resp_3.started,RecognitionTrial.stopped,trials_3.key_resp_3.keys,trials_3.key_resp_3.corr,trials_3.key_resp_3.rt,trials_3.key_resp_3.duration,Manipulation_check.started,text_3.started,key_resp_6.started,Manipulation_check.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Thank_you.started,text_6.started,text_6.stopped,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006431791000068188,0.011006041000655387,0.011006041000655387,12.49646670799848,space,12.298860748996958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-17_17h18.58.219,brightness_memory_soloproject,,2025.1.1,None,2025-11-17 17h19.06.820447 +0530,
images/white2.jpeg,dark,0,0,0,,,,,,,,,,,,,0,0,0,10,,,,,,,,,12.519281124998088,,,,,,,,,12.511706207998941,12.519281124998088,12.996258125000168,13.006499625000288,15.009750541001267,14.986806500000966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-17_17h18.58.219,brightness_memory_soloproject,,2025.1.1,None,2025-11-17 17h19.06.820447 +0530,
images/green2.jpg,dark,1,1,0,,,,,,,,,,,,,0,1,1,5,,,,,,,,,15.009750541001267,,,,,,,,,15.005469040999742,15.009750541001267,15.494402207998064,15.502250082998216,17.509010124998895,17.48709045799842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-17_17h18.58.219,brightness_memory_soloproject,,2025.1.1,None,2025-11-17 17h19.06.820447 +0530,
images/red1.jpeg,dark,2,2,0,,,,,,,,,,,,,0,2,2,6,,,,,,,,,17.509010124998895,,,,,,,,,17.504798582998774,17.509010124998895,17.994577249999566,18.001808249999158,20.060561833000975,19.987177540999255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-17_17h18.58.219,brightness_memory_soloproject,,2025.1.1,None,2025-11-17 17h19.06.820447 +0530,
images/shallowblue1.jpg,dark,3,3,0,,,,,,,,,,,,,0,3,3,8,,,,,,,,,20.060561833000975,,,,,,,,,20.057268290998763,20.060561833000975,20.49451879100161,20.560068750000937,22.512711750001472,22.487168790998112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-17_17h18.58.219,brightness_memory_soloproject,,2025.1.1,None,2025-11-17 17h19.06.820447 +0530,
images/green1.jpg,bright ,4,4,0,,,,,,,,,,,,,0,4,4,4,,,,,,,,,22.512711750001472,,,,,,,,,22.508473249999952,22.512711750001472,22.99437645799844,23.009178374999465,25.033995916001004,24.987117958000454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-17_17h18.58.219,brightness_memory_soloproject,,2025.1.1,None,2025-11-17 17h19.06.820447 +0530,
images/red2.jpg,bright,5,5,0,,,,,,,,,,,,,0,5,5,7,,,,,,,,,25.033995916001004,,,,,,,,,25.030273374999524,25.033995916001004,25.49444987500101,25.526350457999797,27.506885708000482,27.486903124998207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-17_17h18.58.219,brightness_memory_soloproject,,2025.1.1,None,2025-11-17 17h19.06.820447 +0530,
images/black1.jpg,bright,6,6,0,,,,,,,,,,,,,0,6,6,0,,,,,,,,,27.506885708000482,,,,,,,,,27.502798500001518,27.506885708000482,27.994480416000442,28.001870166001027,30.005023290999816,29.98719683300078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-17_17h18.58.219,brightness_memory_soloproject,,2025.1.1,None,2025-11-17 17h19.06.820447 +0530,
images/darkblue1.jpg,dark,7,7,0,,,,,,,,,,,,,0,7,7,3,,,,,,,,,30.005023290999816,,,,,,,,,30.000529375000042,30.005023290999816,30.49345570800142,30.50327258299876,32.506742000001395,32.48702683300144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-17_17h18.58.219,brightness_memory_soloproject,,2025.1.1,None,2025-11-17 17h19.06.820447 +0530,
images/black3.jpg,bright,8,8,0,,,,,,,,,,,,,0,8,8,2,,,,,,,,,32.506742000001395,,,,,,,,,32.50253650000013,32.506742000001395,32.99411916600002,33.00317704099871,34.99017658299999,34.97688091600139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2025-11-17_17h18.58.219,brightness_memory_soloproject,,2025.1.1,None,2025-11-17 17h19.06.820447 +0530,
