thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
118,0,118,[np.float64(-0.07166666666666667)],[np.float64(0.2783333333333333)],[1],[0],[0],[1.1056297910108697],['target'],118,0,118,0,217.12774595897645,,5,217.12142341697472,217.12774595897645,217.12774595897645,0.010182750003878027,218.22711887498735,[np.float64(-0.07166666666666667)],[np.float64(0.2783333333333333)],[1],[0],[0],[1.1056297910108697],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
119,0,119,[np.float64(0.135)],[np.float64(0.39166666666666666)],[1],[0],[0],[1.5382963750162162],['target'],119,0,119,0,218.2458770419762,,5,218.2391192089999,218.2458770419762,218.2458770419762,0.01182662500650622,219.77746724997996,[np.float64(0.135)],[np.float64(0.39166666666666666)],[1],[0],[0],[1.5382963750162162],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
120,0,120,[np.float64(0.021666666666666667)],[np.float64(-0.36333333333333334)],[1],[0],[0],[2.279478000011295],['target'],120,0,120,0,219.80571566699655,,10,219.7972539170005,219.80571566699655,219.80571566699655,0.01964824998867698,222.07676054199692,[np.float64(0.021666666666666667)],[np.float64(-0.36333333333333334)],[1],[0],[0],[2.279478000011295],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
121,0,121,[np.float64(-0.23)],[np.float64(-0.33166666666666667)],[1],[0],[0],[1.4327774589764886],['target'],121,0,121,0,222.1016720419866,,10,222.094323583995,222.1016720419866,222.1016720419866,0.01743012500810437,223.52713508397574,[np.float64(-0.23)],[np.float64(-0.33166666666666667)],[1],[0],[0],[1.4327774589764886],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
122,0,122,[np.float64(-0.0016666666666666668)],[np.float64(0.19333333333333333)],[1],[0],[0],[1.2318995419773273],['target'],122,0,122,0,223.5525355419959,,10,223.5454747089825,223.5525355419959,223.5525355419959,0.01819920798880048,224.77741766697727,[np.float64(-0.0016666666666666668)],[np.float64(0.19333333333333333)],[1],[0],[0],[1.2318995419773273],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
123,0,123,[np.float64(-0.12333333333333334)],[np.float64(0.07666666666666666)],[1],[0],[0],[2.8640883330081124],['target'],123,0,123,0,224.80382379199727,,10,224.79607608399238,224.80382379199727,224.80382379199727,0.018469000002369285,227.66020324997953,[np.float64(-0.12333333333333334)],[np.float64(0.07666666666666666)],[1],[0],[0],[2.8640883330081124],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
124,0,124,[np.float64(0.11333333333333333)],[np.float64(0.4)],[1],[0],[0],[1.633968833979452],['target'],124,0,124,0,227.6837739170005,,10,227.67700337499264,227.6837739170005,227.6837739170005,0.016660458990372717,229.311021083995,[np.float64(0.11333333333333333)],[np.float64(0.4)],[1],[0],[0],[1.633968833979452],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
125,0,125,[np.float64(0.245)],[np.float64(-0.48333333333333334)],[1],[0],[0],[1.9220857920008712],['target'],125,0,125,0,229.32827537498088,,5,229.3217364999873,229.32827537498088,229.32827537498088,0.010543292009970173,231.243885459,[np.float64(0.245)],[np.float64(-0.48333333333333334)],[1],[0],[0],[1.9220857920008712],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
126,0,126,[np.float64(-0.25)],[np.float64(0.17166666666666666)],[1],[0],[0],[2.4298919579887297],['target'],126,0,126,0,231.27243708400056,,10,231.26417695899727,231.27243708400056,231.27243708400056,0.020115041988901794,233.69410533399787,[np.float64(-0.25)],[np.float64(0.17166666666666666)],[1],[0],[0],[2.4298919579887297],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
127,0,127,[np.float64(0.07)],[np.float64(-0.15166666666666667)],[1],[0],[0],[2.521680792007828],['target'],127,0,127,0,233.71148616698338,,5,233.70528108399594,233.71148616698338,233.71148616698338,0.011020667006960139,236.2270118749875,[np.float64(0.07)],[np.float64(-0.15166666666666667)],[1],[0],[0],[2.521680792007828],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
128,0,128,[np.float64(-0.11166666666666666)],[np.float64(0.46166666666666667)],[1],[0],[0],[1.0057157920091413],['target'],128,0,128,0,236.24460604198975,,5,236.23815724998713,236.24460604198975,236.24460604198975,0.011011249996954575,237.24394024998765,[np.float64(-0.11166666666666666)],[np.float64(0.46166666666666667)],[1],[0],[0],[1.0057157920091413],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
129,0,129,[np.float64(0.03833333333333333)],[np.float64(0.06666666666666667)],[1],[0],[0],[1.4954974589927588],['target'],129,0,129,0,237.27370141699794,,10,237.26486387499608,237.27370141699794,237.27370141699794,0.02073729198309593,238.76040170897613,[np.float64(0.03833333333333333)],[np.float64(0.06666666666666667)],[1],[0],[0],[1.4954974589927588],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
130,0,130,[np.float64(0.2966666666666667)],[np.float64(0.3566666666666667)],[1],[0],[0],[1.7655274580174591],['target'],130,0,130,0,238.78583958398667,,10,238.77855937500135,238.78583958398667,238.78583958398667,0.017995124973822385,240.54413933400065,[np.float64(0.2966666666666667)],[np.float64(0.3566666666666667)],[1],[0],[0],[1.7655274580174591],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
131,0,131,[np.float64(0.24833333333333332)],[np.float64(-0.26166666666666666)],[1],[0],[0],[1.7419382920197677],['target'],131,0,131,0,240.56071241697646,,5,240.55413966698688,240.56071241697646,240.56071241697646,0.009838916012085974,242.29614599997876,[np.float64(0.24833333333333332)],[np.float64(-0.26166666666666666)],[1],[0],[0],[1.7419382920197677],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
132,0,132,[np.float64(0.3416666666666667)],[np.float64(-0.335)],[1],[0],[0],[2.042761499993503],['target'],132,0,132,0,242.32633308399818,,10,242.3173917499953,242.32633308399818,242.32633308399818,0.021073249983601272,244.3601897089975,[np.float64(0.3416666666666667)],[np.float64(-0.335)],[1],[0],[0],[2.042761499993503],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
133,0,133,[np.float64(0.19166666666666668)],[np.float64(-0.09166666666666666)],[1],[0],[0],[1.2567141670151614],['target'],133,0,133,0,244.37680349999573,,5,244.37028991698753,244.37680349999573,244.37680349999573,0.009962583018932492,245.62707179199788,[np.float64(0.19166666666666668)],[np.float64(-0.09166666666666666)],[1],[0],[0],[1.2567141670151614],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
134,0,134,[np.float64(0.49)],[np.float64(-0.05333333333333334)],[1],[0],[0],[1.9633247080200817],['target'],134,0,134,0,245.65598624999984,,10,245.64740033398266,245.65598624999984,245.65598624999984,0.02015841699903831,247.61076612499892,[np.float64(0.49)],[np.float64(-0.05333333333333334)],[1],[0],[0],[1.9633247080200817],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
135,0,135,[np.float64(0.09666666666666666)],[np.float64(0.21666666666666667)],[1],[0],[0],[1.3545862920000218],['target'],135,0,135,0,247.6288774589775,,5,247.62216970897862,247.6288774589775,247.6288774589775,0.011232709017349407,248.97680962498998,[np.float64(0.09666666666666666)],[np.float64(0.21666666666666667)],[1],[0],[0],[1.3545862920000218],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
136,0,136,[np.float64(0.10166666666666667)],[np.float64(-0.43333333333333335)],[1],[0],[0],[3.522654957982013],['target'],136,0,136,0,248.99440908399993,,5,248.98793799997657,248.99440908399993,248.99440908399993,0.010992208000971004,252.5106659999874,[np.float64(0.10166666666666667)],[np.float64(-0.43333333333333335)],[1],[0],[0],[3.522654957982013],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
137,0,137,[np.float64(0.46166666666666667)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.1461727499845438],['target'],137,0,137,0,252.53995570898405,,10,252.530897833989,252.53995570898405,252.53995570898405,0.020072916988283396,254.67711645897361,[np.float64(0.46166666666666667)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.1461727499845438],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
138,0,138,[np.float64(0.18333333333333332)],[np.float64(-0.15833333333333333)],[1],[0],[0],[1.37249849998625],['target'],138,0,138,0,254.6952682089759,,5,254.68863412499195,254.6952682089759,254.6952682089759,0.011337375006405637,256.06119845897774,[np.float64(0.18333333333333332)],[np.float64(-0.15833333333333333)],[1],[0],[0],[1.37249849998625],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
139,0,139,[np.float64(0.03166666666666667)],[np.float64(-0.48833333333333334)],[1],[0],[0],[2.703634792007506],['target'],139,0,139,0,256.0810766669747,,5,256.07417483397876,256.0810766669747,256.0810766669747,0.012800833996152505,258.77788366697496,[np.float64(0.03166666666666667)],[np.float64(-0.48833333333333334)],[1],[0],[0],[2.703634792007506],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
140,0,140,[np.float64(-0.31333333333333335)],[np.float64(0.46)],[1],[0],[0],[2.0622526250081137],['target'],140,0,140,0,258.8073204999964,,10,258.7986964999873,258.8073204999964,258.8073204999964,0.02062029199441895,260.86098966698046,[np.float64(-0.31333333333333335)],[np.float64(0.46)],[1],[0],[0],[2.0622526250081137],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
141,0,141,[np.float64(-0.26666666666666666)],[np.float64(-0.3933333333333333)],[1],[0],[0],[2.397467000002507],['target'],141,0,141,0,260.8870945839735,,10,260.87944424999296,260.8870945839735,260.8870945839735,0.018271291017299518,263.2769473340013,[np.float64(-0.26666666666666666)],[np.float64(-0.3933333333333333)],[1],[0],[0],[2.397467000002507],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
142,0,142,[np.float64(0.25333333333333335)],[np.float64(0.085)],[1],[0],[0],[1.8827796249825042],['target'],142,0,142,0,263.30219833398587,,10,263.29480445900117,263.30219833398587,263.30219833398587,0.01772091697785072,265.1776276669989,[np.float64(0.25333333333333335)],[np.float64(0.085)],[1],[0],[0],[1.8827796249825042],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
143,0,143,[np.float64(0.25)],[np.float64(0.2866666666666667)],[1],[0],[0],[0.9383255830034614],['target'],143,0,143,0,265.194664583978,,5,265.1884293339972,265.194664583978,265.194664583978,0.010631749988533556,266.1268077089917,[np.float64(0.25)],[np.float64(0.2866666666666667)],[1],[0],[0],[0.9383255830034614],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
144,0,144,[np.float64(-0.09833333333333333)],[np.float64(-0.31166666666666665)],[1],[0],[0],[1.588887457997771],['target'],144,0,144,0,266.1447972089809,,5,266.1379352499789,266.1447972089809,266.1447972089809,0.010985459026414901,267.72688420899794,[np.float64(-0.09833333333333333)],[np.float64(-0.31166666666666665)],[1],[0],[0],[1.588887457997771],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
145,0,145,[np.float64(-0.455)],[np.float64(-0.09833333333333333)],[1],[0],[0],[1.2619515410042368],['target'],145,0,145,0,267.75584191698,,10,267.747101291985,267.75584191698,267.75584191698,0.020054415974300355,269.00906412498443,[np.float64(-0.455)],[np.float64(-0.09833333333333333)],[1],[0],[0],[1.2619515410042368],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
146,0,146,[np.float64(0.06)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.7133651250042021],['target'],146,0,146,0,269.01949700000114,,5,269.01436483400175,269.01949700000114,269.01949700000114,0.005234958021901548,270.72779716699733,[np.float64(0.06)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.7133651250042021],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
147,0,147,[np.float64(-0.37)],[np.float64(0.47333333333333333)],[1],[0],[0],[2.412140415981412],['target'],147,0,147,0,270.75736491699354,,10,270.74844208397553,270.75736491699354,270.75736491699354,0.02046625001821667,273.160623416974,[np.float64(-0.37)],[np.float64(0.47333333333333333)],[1],[0],[0],[2.412140415981412],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
148,0,148,[np.float64(-0.15333333333333332)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.166039500007173],['target'],148,0,148,0,273.1854354169918,,10,273.1781247499748,273.1854354169918,273.1854354169918,0.01733441697433591,274.3442114169884,[np.float64(-0.15333333333333332)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.166039500007173],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
149,0,149,[np.float64(0.013333333333333334)],[np.float64(0.3283333333333333)],[1],[0],[0],[1.16346212499775],['target'],149,0,149,0,274.3709039169771,,10,274.3632026249834,274.3709039169771,274.3709039169771,0.018827499996405095,275.5267120419885,[np.float64(0.013333333333333334)],[np.float64(0.3283333333333333)],[1],[0],[0],[1.16346212499775],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
150,0,150,[np.float64(-0.20333333333333334)],[np.float64(0.35833333333333334)],[1],[0],[0],[1.2755450420081615],['target'],150,0,150,0,275.5416260419879,,5,275.53601895898464,275.5416260419879,275.5416260419879,0.009165750001557171,276.81162245897576,[np.float64(-0.20333333333333334)],[np.float64(0.35833333333333334)],[1],[0],[0],[1.2755450420081615],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
151,0,151,[np.float64(0.28)],[np.float64(-0.33666666666666667)],[1],[0],[0],[2.194893375009997],['target'],151,0,151,0,276.8412759999919,,10,276.8323896249931,276.8412759999919,276.8412759999919,0.02060920899384655,279.0273252920015,[np.float64(0.28)],[np.float64(-0.33666666666666667)],[1],[0],[0],[2.194893375009997],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
152,0,152,[np.float64(0.09833333333333333)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.2822447499784175],['target'],152,0,152,0,279.05283533397596,,10,279.04539337498136,279.05283533397596,279.05283533397596,0.017893832991831005,280.327687958983,[np.float64(0.09833333333333333)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.2822447499784175],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
153,0,153,[np.float64(0.245)],[np.float64(0.19833333333333333)],[1],[0],[0],[0.9221370839804877],['target'],153,0,153,0,280.34519216697663,,5,280.33867191697937,280.34519216697663,280.34519216697663,0.010824583005160093,281.2608716249815,[np.float64(0.245)],[np.float64(0.19833333333333333)],[1],[0],[0],[0.9221370839804877],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
154,0,154,[np.float64(-0.35333333333333333)],[np.float64(0.48)],[1],[0],[0],[3.3460137500078417],['target'],154,0,154,0,281.2900228340004,,10,281.2811906669813,281.2900228340004,281.2900228340004,0.02014479201170616,284.62724345899187,[np.float64(-0.35333333333333333)],[np.float64(0.48)],[1],[0],[0],[3.3460137500078417],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
155,0,155,[np.float64(-0.06)],[np.float64(0.41)],[1],[0],[0],[0.9066427079960704],['target'],155,0,155,0,284.6930493749969,,10,284.6871800419758,284.6930493749969,284.6930493749969,0.059788792015751824,285.5938632499892,[np.float64(-0.06)],[np.float64(0.41)],[1],[0],[0],[0.9066427079960704],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
156,0,156,[np.float64(0.016666666666666666)],[np.float64(-0.47833333333333333)],[1],[0],[0],[1.832098374987254],['target'],156,0,156,0,285.6189488749951,,10,285.6116504169768,285.6189488749951,285.6189488749951,0.017649207991780713,287.44380445897696,[np.float64(0.016666666666666666)],[np.float64(-0.47833333333333333)],[1],[0],[0],[1.832098374987254],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
157,0,157,[np.float64(0.295)],[np.float64(-0.2916666666666667)],[1],[0],[0],[1.4894710409862455],['target'],157,0,157,0,287.4605996249884,,5,287.45415558398236,287.4605996249884,287.4605996249884,0.010192250018008053,288.943676083989,[np.float64(0.295)],[np.float64(-0.2916666666666667)],[1],[0],[0],[1.4894710409862455],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
158,0,158,[np.float64(-0.3616666666666667)],[np.float64(-0.22)],[1],[0],[0],[1.7308830410183873],['target'],158,0,158,0,288.97132308399887,,10,288.9631099999824,288.97132308399887,288.97132308399887,0.0193012919917237,290.69402858399553,[np.float64(-0.3616666666666667)],[np.float64(-0.22)],[1],[0],[0],[1.7308830410183873],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
159,0,159,[np.float64(0.29833333333333334)],[np.float64(0.16)],[1],[0],[0],[1.4320639579964336],['target'],159,0,159,0,290.7185350419895,,10,290.7113988749916,290.7185350419895,290.7185350419895,0.017234124999959022,292.1435113749758,[np.float64(0.29833333333333334)],[np.float64(0.16)],[1],[0],[0],[1.4320639579964336],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
160,0,160,[np.float64(-0.09)],[np.float64(0.4633333333333333)],[1],[0],[0],[1.865713458013488],['target'],160,0,160,0,292.1692422499764,,10,292.16196800000034,292.1692422499764,292.1692422499764,0.018294875015271828,294.02772912499495,[np.float64(-0.09)],[np.float64(0.4633333333333333)],[1],[0],[0],[1.865713458013488],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
161,0,161,[np.float64(-0.09666666666666666)],[np.float64(0.22666666666666666)],[1],[0],[0],[1.4144774170126766],['target'],161,0,161,0,294.0530455419794,,10,294.04559699998936,294.0530455419794,294.0530455419794,0.0177268749976065,295.46011720897513,[np.float64(-0.09666666666666666)],[np.float64(0.22666666666666666)],[1],[0],[0],[1.4144774170126766],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
162,0,162,[np.float64(0.345)],[np.float64(-0.35333333333333333)],[1],[0],[0],[2.849605833995156],[None],162,0,162,0,295.48492654197617,,10,295.47779045900097,295.48492654197617,295.48492654197617,0.01753754200763069,298.3274454170023,[np.float64(0.345)],[np.float64(-0.35333333333333333)],[1],[0],[0],[2.849605833995156],[None],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
163,0,163,[np.float64(-0.375)],[np.float64(0.26166666666666666)],[1],[0],[0],[1.6813437079836149],['target'],163,0,163,0,298.35342604198377,,10,298.3458001249819,298.35342604198377,298.35342604198377,0.01818429201375693,300.02718229198945,[np.float64(-0.375)],[np.float64(0.26166666666666666)],[1],[0],[0],[1.6813437079836149],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
164,0,164,[np.float64(0.24)],[np.float64(-0.16666666666666666)],[1],[0],[0],[2.098441667010775],['target'],164,0,164,0,300.0519890419964,,10,300.0447735839989,300.0519890419964,300.0519890419964,0.017449208011385053,302.14326429198263,[np.float64(0.24)],[np.float64(-0.16666666666666666)],[1],[0],[0],[2.098441667010775],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
165,0,165,[np.float64(-0.13666666666666666)],[np.float64(-0.07333333333333333)],[1],[0],[0],[2.75651987499441],['target'],165,0,165,0,302.1600012089766,,5,302.1537256669835,302.1600012089766,302.1600012089766,0.010294875013642013,304.91031983398716,[np.float64(-0.13666666666666666)],[np.float64(-0.07333333333333333)],[1],[0],[0],[2.75651987499441],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
166,0,166,[np.float64(-0.185)],[np.float64(0.395)],[1],[0],[0],[1.6635920000262558],['target'],166,0,166,0,304.9391897499736,,10,304.93085258398787,304.9391897499736,304.9391897499736,0.020342375006293878,306.59448362499825,[np.float64(-0.185)],[np.float64(0.395)],[1],[0],[0],[1.6635920000262558],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
167,0,167,[np.float64(-0.41333333333333333)],[np.float64(-0.34833333333333333)],[1],[0],[0],[1.6459951249998994],['target'],167,0,167,0,306.6215299589967,,10,306.613658458984,306.6215299589967,306.6215299589967,0.01901983399875462,308.259689833998,[np.float64(-0.41333333333333333)],[np.float64(-0.34833333333333333)],[1],[0],[0],[1.6459951249998994],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
168,0,168,[np.float64(0.03833333333333333)],[np.float64(-0.3416666666666667)],[1],[0],[0],[1.3343294170044828],['target'],168,0,168,0,308.28267433398287,,10,308.27564370899927,308.28267433398287,308.28267433398287,0.01581891701789573,309.6100134169974,[np.float64(0.03833333333333333)],[np.float64(-0.3416666666666667)],[1],[0],[0],[1.3343294170044828],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
169,0,169,[np.float64(-0.38)],[np.float64(-0.27)],[1],[0],[0],[1.3735585419926792],['target'],169,0,169,0,309.62631500000134,,5,309.61992162498063,309.62631500000134,309.62631500000134,0.009773166995728388,310.993536458991,[np.float64(-0.38)],[np.float64(-0.27)],[1],[0],[0],[1.3735585419926792],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
170,0,170,[np.float64(0.465)],[np.float64(-0.18666666666666668)],[1],[0],[0],[2.7878303329925984],['target'],170,0,170,0,311.01214037497994,,5,311.00560316699557,311.01214037497994,311.01214037497994,0.011935458984225988,313.79349529198953,[np.float64(0.465)],[np.float64(-0.18666666666666668)],[1],[0],[0],[2.7878303329925984],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
171,0,171,[np.float64(-0.33666666666666667)],[np.float64(-0.2683333333333333)],[1],[0],[0],[1.896053500007838],['target'],171,0,171,0,313.8228380839864,,10,313.8140279169893,313.8228380839864,313.8228380839864,0.020369499980006367,315.71011579199694,[np.float64(-0.33666666666666667)],[np.float64(-0.2683333333333333)],[1],[0],[0],[1.896053500007838],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
172,0,172,[np.float64(0.38166666666666665)],[np.float64(-0.36)],[1],[0],[0],[2.257757750019664],['target'],172,0,172,0,315.72679066698765,,5,315.7202281669888,315.72679066698765,315.72679066698765,0.009970041021006182,317.9780466669763,[np.float64(0.38166666666666665)],[np.float64(-0.36)],[1],[0],[0],[2.257757750019664],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
173,0,173,[np.float64(0.17166666666666666)],[np.float64(0.10666666666666667)],[1],[0],[0],[1.5602390419808216],['target'],173,0,173,0,318.00879304198315,,10,318.00008158397395,318.00879304198315,318.00879304198315,0.02187312499154359,319.56036249999306,[np.float64(0.17166666666666666)],[np.float64(0.10666666666666667)],[1],[0],[0],[1.5602390419808216],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
174,0,174,[np.float64(0.12666666666666668)],[np.float64(-0.24166666666666667)],[1],[0],[0],[1.1724220830074046],['target'],174,0,174,0,319.57726408398594,,5,319.5709081249952,319.57726408398594,319.57726408398594,0.010375457990448922,320.74338237498887,[np.float64(0.12666666666666668)],[np.float64(-0.24166666666666667)],[1],[0],[0],[1.1724220830074046],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
175,0,175,[np.float64(-0.10666666666666667)],[np.float64(-0.20333333333333334)],[1],[0],[0],[1.0715026250109076],['target'],175,0,175,0,320.76158562497585,,5,320.75491604200215,320.76158562497585,320.76158562497585,0.011371833010343835,321.8264702919987,[np.float64(-0.10666666666666667)],[np.float64(-0.20333333333333334)],[1],[0],[0],[1.0715026250109076],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
176,0,176,[np.float64(-0.3983333333333333)],[np.float64(-0.47)],[1],[0],[0],[2.0384975409833714],['target'],176,0,176,0,321.8452256669989,,5,321.8385830420011,321.8452256669989,321.8452256669989,0.0119796660146676,323.8771458339761,[np.float64(-0.3983333333333333)],[np.float64(-0.47)],[1],[0],[0],[2.0384975409833714],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
