word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,textbox.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,key_resp.started,text.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,textbox_2.started,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
BLUE,blue,C,b,9,1,2,b,1,1.1247822910008836,None,2,1,9,2,14.839070667001579,,,,,,,,,14.831526125000892,14.839070667001579,14.839070667001579,15.328372125000897,15.331414125001174,15.966409583001223,b,1,1.1247822910008836,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,red,C,r,10,2,2,r,1,1.3863543739989836,None,2,2,10,0,15.995481375000963,,,,,,,,,15.971430375000637,15.995481375000963,15.995481375000963,16.468913583001267,16.48128733300109,17.38305470800151,r,1,1.3863543739989836,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,blue,I,b,11,3,2,b,1,1.0745924990005733,None,2,3,11,1,17.395328792001237,,,,,,,,,17.38401979200171,17.395328792001237,17.395328792001237,17.883288625000205,17.883288625000205,18.48023458300122,b,1,1.0745924990005733,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,red,I,r,12,0,3,r,1,1.4544032490011887,None,3,0,12,3,18.492343750000146,,,,,,,,,18.485071417000654,18.492343750000146,18.492343750000146,18.978390083000704,18.981360708001375,19.950205917000858,r,1,1.4544032490011887,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,red,C,r,13,1,3,r,1,1.7241496660008124,None,3,1,13,0,19.978674000001774,,,,,,,,,19.9547458750003,19.978674000001774,19.978674000001774,20.451799417000075,20.464705875001528,21.713566917000207,r,1,1.7241496660008124,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,blue,I,b,14,2,3,b,1,1.1741817080001056,None,3,2,14,1,21.729665375001787,,,,,,,,,21.71459800000048,21.729665375001787,21.729665375001787,22.21173175000149,22.2284410830016,22.91358350000155,b,1,1.1741817080001056,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,blue,C,b,15,3,3,b,1,0.9204409570011194,None,3,3,15,2,22.925340250001682,,,,,,,,,22.91845658300008,22.925340250001682,22.925340250001682,23.411688708001748,23.41468262500166,23.85062525000103,b,1,0.9204409570011194,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,blue,I,b,16,0,4,b,1,1.7115457910003897,None,4,0,16,1,23.86131558300076,,,,,,,,,23.855073083001116,23.86131558300076,23.86131558300076,24.350985875000333,24.350985875000333,25.580548042000373,b,1,1.7115457910003897,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,red,I,r,17,1,4,r,1,1.0170883319988206,None,4,1,17,3,25.594535708001786,,,,,,,,,25.588236500001585,25.594535708001786,25.594535708001786,26.07834916700085,26.08150554200074,26.613599875001455,r,1,1.0170883319988206,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,red,C,r,18,2,4,r,1,1.159968875001141,None,4,2,18,0,26.624768333000247,,,,,,,,,26.61805345800167,26.624768333000247,26.624768333000247,27.111767875001533,27.1147544580017,27.7970812500007,r,1,1.159968875001141,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,blue,C,b,19,3,4,b,1,1.0885675000008632,None,4,3,19,2,27.81007425000098,,,,,,,,,27.803103125001144,27.81007425000098,27.81007425000098,28.295119333000912,28.298679542000173,28.913655958000163,b,1,1.0885675000008632,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,red,I,r,20,0,5,r,1,1.870656916000371,None,5,0,20,3,28.921997792000184,,,,,,,,,28.915102500001012,28.921997792000184,28.921997792000184,29.411735958001373,29.415303792000486,30.79703495800095,r,1,1.870656916000371,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,red,C,r,21,1,5,r,1,1.0900416659987968,None,5,1,21,0,30.808546792000925,,,,,,,,,30.801739917000305,30.808546792000925,30.808546792000925,31.295092167001712,31.298033583001597,31.913690333001796,r,1,1.0900416659987968,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,blue,I,b,22,2,5,b,1,1.1156621240006643,None,5,2,22,1,31.921903166999982,,,,,,,,,31.914843958000347,31.921903166999982,31.921903166999982,32.41174987500017,32.415337625001484,33.046574625001085,b,1,1.1156621240006643,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,blue,C,b,23,3,5,b,1,0.8723361249994923,None,5,3,23,2,33.058204958000715,,,,,,,,,33.051346333000765,33.058204958000715,33.058204958000715,33.54517320800005,33.54860791700048,33.93404675000056,b,1,0.8723361249994923,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,blue,C,b,24,0,6,b,1,1.1012317079985223,None,6,0,24,2,33.94520637500136,,,,,,,,,33.93510395800149,33.94520637500136,33.94520637500136,34.43393733300036,34.43393733300036,35.050192208000226,b,1,1.1012317079985223,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,red,C,r,25,1,6,r,1,1.057016458000362,None,6,1,25,0,35.06143350000093,,,,,,,,,35.05461141700107,35.06143350000093,35.06143350000093,35.55098520800129,35.55098520800129,36.13008137500037,r,1,1.057016458000362,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,red,I,r,26,2,6,r,1,1.648374041000352,None,6,2,26,3,36.1421552920001,,,,,,,,,36.13550720800049,36.1421552920001,36.1421552920001,36.628334208000524,36.631529083000714,37.79766875000132,r,1,1.648374041000352,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,blue,I,b,27,3,6,b,1,1.1761612910013355,None,6,3,27,1,37.80930745800106,,,,,,,,,37.8026888330005,37.80930745800106,37.80930745800106,38.29501033300039,38.298072125000544,38.99654812500012,b,1,1.1761612910013355,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,blue,C,b,28,0,7,b,1,1.0077393329993356,None,7,0,28,2,39.00772125000003,,,,,,,,,39.00177541700032,39.00772125000003,39.00772125000003,39.49505941700045,39.498271708000175,40.016909542000576,b,1,1.0077393329993356,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,red,I,r,29,1,7,r,1,1.250983707001069,None,7,1,29,3,40.02844875000119,,,,,,,,,40.01787925000099,40.02844875000119,40.02844875000119,40.5168020000001,40.5168020000001,41.28307266700176,r,1,1.250983707001069,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,blue,I,b,30,2,7,b,1,1.8758008740005607,None,7,2,30,1,41.295124333000786,,,,,,,,,41.28739233300075,41.295124333000786,41.295124333000786,41.77835291700103,41.78131016700172,43.18015283300156,b,1,1.8758008740005607,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,red,C,r,31,3,7,r,1,1.0787577080009214,None,7,3,31,0,43.188463250000495,,,,,,,,,43.181459583000105,43.188463250000495,43.188463250000495,43.67838341700008,43.68231320800078,44.280989958000646,r,1,1.0787577080009214,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,blue,I,b,32,0,8,b,1,0.8730788330012729,None,8,0,32,1,44.29111887500039,,,,,,,,,44.28197587500108,44.29111887500039,44.29111887500039,44.7782768750003,44.781347708001704,45.166598333000366,b,1,0.8730788330012729,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,blue,C,b,33,1,8,b,1,1.73992374899899,None,8,1,33,2,45.18122545800179,,,,,,,,,45.17218608300027,45.18122545800179,45.18122545800179,45.66815258300085,45.67826033300116,46.93090158300038,b,1,1.73992374899899,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,red,C,r,34,2,8,r,1,1.0184903330009547,None,8,2,34,0,46.94278283300082,,,,,,,,,46.935463875001005,46.94278283300082,46.94278283300082,47.42833379200056,47.43124770800023,47.963583917000506,r,1,1.0184903330009547,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,red,I,r,35,3,8,r,1,1.9551812499994412,None,8,3,35,3,47.977050167000925,,,,,,,,,47.96924695800044,47.977050167000925,47.977050167000925,48.461696917000154,48.464753875001406,49.947016708001684,r,1,1.9551812499994412,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,blue,I,b,36,0,9,b,1,1.3513692500000616,None,9,0,36,1,49.958860542001275,,,,,,,,,49.95149908300118,49.958860542001275,49.958860542001275,50.444995000001654,50.448223792000135,51.31375379200108,b,1,1.3513692500000616,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,red,I,r,37,1,9,r,1,1.3814885410010902,None,9,1,37,3,51.32671158300036,,,,,,,,,51.319124999999985,51.32671158300036,51.32671158300036,51.811591542000315,51.81461479200152,52.713473333000366,r,1,1.3814885410010902,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
RED,red,C,r,38,2,9,r,1,1.3865291250003793,None,9,2,38,0,52.725545708000936,,,,,,,,,52.718173292001666,52.725545708000936,52.725545708000936,53.21163979200173,53.21476820800126,54.11728945800132,r,1,1.3865291250003793,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
BLUE,blue,C,b,39,3,9,b,1,1.3239167909996468,None,9,3,39,2,54.145192542000586,,,,,,,,,54.122596667000835,54.145192542000586,54.145192542000586,54.620067917001506,54.631502750000436,55.48022929200124,b,1,1.3239167909996468,None,,,,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.482843333000346,55.496255583000675,56.482051833001606,3,001,2025-08-21_16h13.54.395,stroop 0.1,,2025.1.1,None,2025-08-21 16h14.00.599968 +0530,
