study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,text_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,1,1,0,,,v_s_,vase,new,vase,[np.float64(0.0016666666666666668)],[np.float64(-0.32166666666666666)],[1],[0],[0],[2.6298524160010857],['text_3'],,,,,0,1,1,17,22.010566542005108,,,,,,,,22.003426875002333,22.010566542005108,22.010566542005108,22.010566542005108,0.0030766250056331046,24.633456208001007,vase,[np.float64(0.0016666666666666668)],[np.float64(-0.32166666666666666)],[1],[0],[0],[2.6298524160010857],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,2,2,0,,,c_m_ra,camera,new,camera,[np.float64(0.03166666666666667)],[np.float64(-0.31333333333333335)],[1],[0],[0],[3.114954624994425],['text_3'],,,,,0,2,2,19,24.64284950000001,,,,,,,,24.635476417002792,24.64284950000001,24.64284950000001,24.64284950000001,0.0019263750000391155,27.750609958005953,camera,[np.float64(0.03166666666666667)],[np.float64(-0.31333333333333335)],[1],[0],[0],[3.114954624994425],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,3,3,0,,,_a_bl_,marble,old,cable,[np.float64(0.055)],[np.float64(-0.31166666666666665)],[1],[0],[0],[8.197179667004093],['text_3'],,,,,0,3,3,11,27.759938833005435,,,,,,,,27.752638333004143,27.759938833005435,27.759938833005435,27.759938833005435,0.001935542000865098,35.9500064580061,cable,[np.float64(0.055)],[np.float64(-0.31166666666666665)],[1],[0],[0],[8.197179667004093],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,4,4,0,,,ta_l_,table,new,table,[np.float64(0.05)],[np.float64(-0.30333333333333334)],[1],[0],[0],[5.8481382919999305],['text_3'],,,,,0,4,4,15,35.95948829200643,,,,,,,,35.952170042000944,35.95948829200643,35.95948829200643,35.95948829200643,0.0020690830060630105,41.80049600000348,table,[np.float64(0.05)],[np.float64(-0.30333333333333334)],[1],[0],[0],[5.8481382919999305],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,5,5,0,,,_ha_t,chart,old,chart,[np.float64(0.051666666666666666)],[np.float64(-0.32)],[1],[0],[0],[3.6307032499971683],['text_3'],,,,,0,5,5,1,41.8102005000037,,,,,,,,41.80266833300266,41.8102005000037,41.8102005000037,41.8102005000037,0.002079874997434672,45.43355666700518,chart,[np.float64(0.051666666666666666)],[np.float64(-0.32)],[1],[0],[0],[3.6307032499971683],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,6,6,0,,,_o_rd,board,old,loord,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[9.2474684589979],['text_3'],,,,,0,6,6,10,45.44315070800076,,,,,,,,45.43560270799935,45.44315070800076,45.44315070800076,45.44315070800076,0.001953083003172651,54.68326670800161,loord,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[9.2474684589979],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,7,7,0,,,_ho_e,phone,old,shoee,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[6.131970832997467],['text_3'],,,,,0,7,7,12,54.692857125002774,,,,,,,,54.68537808300607,54.692857125002774,54.692857125002774,54.692857125002774,0.002016333004576154,60.81755016700481,shoee,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[6.131970832997467],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,8,8,0,,,c_s_io_,cushion,old,cushion,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.214169082995795],['text_3'],,,,,0,8,8,14,60.84376337499998,,,,,,,,60.81977412500419,60.84376337499998,60.84376337499998,60.84376337499998,0.0021335419951356016,64.03415354200115,cushion,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.214169082995795],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,9,9,0,,,l_pt_p,laptop,old,laptop,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.1302846249964205],['text_3'],,,,,0,9,9,0,64.06049516700295,,,,,,,,64.03652645800321,64.06049516700295,64.06049516700295,64.06049516700295,0.0022672909981338307,67.1670400830044,laptop,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.1302846249964205],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,10,10,0,,,p_nc_l,pencil,new,pencil,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.147639667004114],['text_3'],,,,,0,10,10,16,67.17673116700462,,,,,,,,67.16952250000031,67.17673116700462,67.17673116700462,67.17673116700462,0.0023716249997960404,70.31738095800392,pencil,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.147639667004114],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,11,11,0,,,t_hi_t,t-shirt,old,tshirt,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[10.429887874997803],['text_3'],,,,,0,11,11,2,70.3265167080026,,,,,,,,70.31937925000238,70.3265167080026,70.3265167080026,70.3265167080026,0.0019062919964198954,80.7494739169997,tshirt,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[10.429887874997803],['text_3'],80.31547670800501,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,12,12,0,,,bo_t_e,bottle,new,bottle,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.181923125004687],['text_3'],,,,,0,12,12,18,80.7594672500054,,,,,,,,80.75177445800364,80.7594672500054,80.7594672500054,80.7594672500054,0.0022077909961808473,83.93390987500607,bottle,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.181923125004687],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,13,13,0,,,p_st_r,poster,old,pastry,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.4153670420055278],['text_3'],,,,,0,13,13,9,83.94346637499984,,,,,,,,83.93591908300004,83.94346637499984,83.94346637499984,83.94346637499984,0.0019115420000161976,86.35150716700446,pastry,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.4153670420055278],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,14,14,0,,,p_li_e,police,old,pencil,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[4.713314917004027],['text_3'],,,,,0,14,14,7,86.36265470800572,,,,,,,,86.35352070800582,86.36265470800572,86.36265470800572,86.36265470800572,0.0019229579993407242,91.06706158300221,pencil,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[4.713314917004027],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,15,15,0,,,p_s_tr_,pastery,old,pastry,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.5478900829984923],['text_3'],,,,,0,15,15,4,91.0762496669995,,,,,,,,91.0691470830061,91.0762496669995,91.0762496669995,91.0762496669995,0.0019929580012103543,93.6172630420042,pastry,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.5478900829984923],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,16,16,0,,,c_a_,case,old,,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[11.931790582995745],['text_3'],,,,,0,16,16,5,93.62679395799933,,,,,,,,93.6190667080009,93.62679395799933,93.62679395799933,93.62679395799933,0.0017034170014085248,105.55106270800025,,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[11.931790582995745],['text_3'],103.61551108300046,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,17,17,0,,,_o_se,mouse,old,choose,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[5.780790582997724],['text_3'],,,,,0,17,17,3,105.55935975000466,,,,,,,,105.55295145800483,105.55935975000466,105.55935975000466,105.55935975000466,0.0017997080067289062,111.3339732500026,choose,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[5.780790582997724],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,18,18,0,,,k_y,key,old,key,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[1.8475932500005001],['text_3'],,,,,0,18,18,8,111.34840550000081,,,,,,,,111.3362673330048,111.34840550000081,111.34840550000081,111.34840550000081,0.002172291002352722,113.18409341700317,key,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[1.8475932500005001],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
,19,19,0,,,_ru_s_,cruise,old,cruush,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[4.74721879199933],['text_3'],,,,,0,19,19,6,113.19372720800311,,,,,,,,113.18623662500613,113.19372720800311,113.19372720800311,113.19372720800311,0.002046666995738633,117.93369245800568,cruush,[np.float64(0.04666666666666667)],[np.float64(-0.30666666666666664)],[1],[0],[0],[4.74721879199933],['text_3'],,3,001,2025-10-09_10h22.08.618,Word Priming Experiment,,2025.1.1,None,2025-10-09 10h23.21.137299 +0530,
