thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,0,0,[np.float64(-0.145)],[np.float64(-0.38666666666666666)],[1],[0],[0],[2.125625125016086],['target'],0,0,0,0,0.042991791997337714,,10,0.031057583022629842,0.042991791997337714,0.042991791997337714,0.031071457982761785,2.156718250014819,[np.float64(-0.145)],[np.float64(-0.38666666666666666)],[1],[0],[0],[2.125625125016086],['target'],3,001,2025-09-28_16h56.12.516,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h56.19.731088 +0530,
1,0,1,[np.float64(-0.17)],[np.float64(0.405)],[1],[0],[0],[1.4354907499800902],['target'],1,0,1,0,2.176456875022268,,10,2.1702081670227926,2.176456875022268,2.176456875022268,0.013348166976356879,3.605729375005467,[np.float64(-0.17)],[np.float64(0.405)],[1],[0],[0],[1.4354907499800902],['target'],3,001,2025-09-28_16h56.12.516,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h56.19.731088 +0530,
2,0,2,[np.float64(-0.08833333333333333)],[np.float64(-0.03)],[1],[0],[0],[1.3696925830154214],['target'],2,0,2,0,3.6259083750192076,,10,3.619294792006258,3.6259083750192076,3.6259083750192076,0.013464834017213434,4.989017542015063,[np.float64(-0.08833333333333333)],[np.float64(-0.03)],[1],[0],[0],[1.3696925830154214],['target'],3,001,2025-09-28_16h56.12.516,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h56.19.731088 +0530,
3,0,3,[np.float64(0.3016666666666667)],[np.float64(0.25666666666666665)],[1],[0],[0],[1.2033245419734158],['target'],3,0,3,0,5.008616958017228,,10,5.002361582999583,5.008616958017228,5.008616958017228,0.013242582994280383,6.2057158749958035,[np.float64(0.3016666666666667)],[np.float64(0.25666666666666665)],[1],[0],[0],[1.2033245419734158],['target'],3,001,2025-09-28_16h56.12.516,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h56.19.731088 +0530,
4,0,4,[np.float64(0.028333333333333332)],[np.float64(0.018333333333333333)],[1],[0],[0],[1.0597554580017459],['target'],4,0,4,0,6.217305458005285,,5,6.213106000010157,6.217305458005285,6.217305458005285,0.007287875021575019,7.272891542001162,[np.float64(0.028333333333333332)],[np.float64(0.018333333333333333)],[1],[0],[0],[1.0597554580017459],['target'],3,001,2025-09-28_16h56.12.516,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h56.19.731088 +0530,
5,0,5,[np.float64(-0.48333333333333334)],[np.float64(0.48)],[1],[0],[0],[2.2927196249947883],['target'],5,0,5,0,7.284177458001068,,5,7.280006333021447,7.284177458001068,7.284177458001068,0.0070118330186232924,9.572757417015964,[np.float64(-0.48333333333333334)],[np.float64(0.48)],[1],[0],[0],[2.2927196249947883],['target'],3,001,2025-09-28_16h56.12.516,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h56.19.731088 +0530,
6,0,6,[np.float64(-0.045)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.4096136250009295],['target'],6,0,6,0,9.584332625003299,,5,9.579937458009226,9.584332625003299,9.584332625003299,0.007090291008353233,10.98958429202321,[np.float64(-0.045)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.4096136250009295],['target'],3,001,2025-09-28_16h56.12.516,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h56.19.731088 +0530,
7,0,7,[np.float64(0.2916666666666667)],[np.float64(-0.07)],[1],[0],[0],[2.4860328750219196],['target'],7,0,7,0,11.009509249997791,,10,11.003071083017858,11.009509249997791,11.009509249997791,0.013371416018344462,13.489135167008499,[np.float64(0.2916666666666667)],[np.float64(-0.07)],[1],[0],[0],[2.4860328750219196],['target'],3,001,2025-09-28_16h56.12.516,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h56.19.731088 +0530,
8,0,8,[np.float64(-0.21666666666666667)],[np.float64(0.4216666666666667)],[1],[0],[0],[3.6863149590208195],['target'],8,0,8,0,13.509056542010512,,10,13.502678542019567,13.509056542010512,13.509056542010512,0.013444040989270434,17.189023333019577,[np.float64(-0.21666666666666667)],[np.float64(0.4216666666666667)],[1],[0],[0],[3.6863149590208195],['target'],3,001,2025-09-28_16h56.12.516,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h56.19.731088 +0530,
9,0,9,[np.float64(-0.315)],[np.float64(-0.26166666666666666)],[1],[0],[0],[1.5695571249816567],['target'],9,0,9,0,17.209000250004465,,10,17.202790542010916,17.209000250004465,17.209000250004465,0.013665208010934293,18.772377625020454,[np.float64(-0.315)],[np.float64(-0.26166666666666666)],[1],[0],[0],[1.5695571249816567],['target'],3,001,2025-09-28_16h56.12.516,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h56.19.731088 +0530,
10,0,10,[np.float64(0.4033333333333333)],[np.float64(-0.065)],[1],[0],[0],[1.7701937500096392],['target'],10,0,10,0,18.791811417002464,,10,18.785643042006996,18.791811417002464,18.791811417002464,0.013166667020414025,20.55586679201224,[np.float64(0.4033333333333333)],[np.float64(-0.065)],[1],[0],[0],[1.7701937500096392],['target'],3,001,2025-09-28_16h56.12.516,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h56.19.731088 +0530,
