reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
90.0,101.0,190.0,0,0,0,t,5.0874344570038375,None,0,0,0,7,0.03715375001775101,,0.03379866702016443,0.03715375001775101,1.0012472920061555,1.0012472920061555,1.0255432499980088,6.293932500004303,t,5.0874344570038375,None,4,001,2025-10-30_10h27.31.519,Tutorial 6 | Delay Discounting Task,,2025.1.1,None,2025-10-30 10h27.39.842084 +0530,
40.0,55.0,62.0,1,1,0,t,3.1367338320123963,None,0,1,1,3,6.310676042019622,,6.297125000011874,6.310676042019622,7.293589583016001,7.293589583016001,7.306141125009162,10.44119412501459,t,3.1367338320123963,None,4,001,2025-10-30_10h27.31.519,Tutorial 6 | Delay Discounting Task,,2025.1.1,None,2025-10-30 10h27.39.842084 +0530,
11.0,30.0,7.0,2,2,0,l,1.3619860409817193,None,0,2,2,0,10.472977041994454,,10.452717958018184,10.472977041994454,11.43991187500069,11.43991187500069,11.46159516699845,12.808242333005182,l,1.3619860409817193,None,4,001,2025-10-30_10h27.31.519,Tutorial 6 | Delay Discounting Task,,2025.1.1,None,2025-10-30 10h27.39.842084 +0530,
49.0,60.0,89.0,3,3,0,t,4.288200707989745,None,0,3,3,4,12.825763291999465,,12.818179750000127,12.825763291999465,13.806314874993404,13.806314874993404,13.823030542000197,18.10803625002154,t,4.288200707989745,None,4,001,2025-10-30_10h27.31.519,Tutorial 6 | Delay Discounting Task,,2025.1.1,None,2025-10-30 10h27.39.842084 +0530,
78.0,80.0,162.0,4,4,0,t,4.268670874997042,None,0,4,4,6,18.124166958004935,,18.115816042001825,18.124166958004935,19.106333542003995,19.106333542003995,19.122941583016654,23.377775458007818,t,4.268670874997042,None,4,001,2025-10-30_10h27.31.519,Tutorial 6 | Delay Discounting Task,,2025.1.1,None,2025-10-30 10h27.39.842084 +0530,
50.0,69.0,49.0,5,5,0,t,2.1994376249786,None,0,5,5,9,23.392863750021206,,23.38442062502145,23.392863750021206,24.378067625017138,24.378067625017138,24.38947745799669,26.591434625006514,t,2.1994376249786,None,4,001,2025-10-30_10h27.31.519,Tutorial 6 | Delay Discounting Task,,2025.1.1,None,2025-10-30 10h27.39.842084 +0530,
15.0,35.0,13.0,6,6,0,l,2.5058154160215054,None,0,6,6,1,26.607447749993298,,26.5982954170031,26.607447749993298,27.58958033300587,27.58958033300587,27.606219000008423,30.108095750008943,l,2.5058154160215054,None,4,001,2025-10-30_10h27.31.519,Tutorial 6 | Delay Discounting Task,,2025.1.1,None,2025-10-30 10h27.39.842084 +0530,
9.0,18.0,12.0,7,7,0,t,3.736088000005111,None,0,7,7,8,30.123794957995415,,30.11548929201672,30.123794957995415,31.106223167007556,31.106223167007556,31.11052358301822,34.844290042005014,t,3.736088000005111,None,4,001,2025-10-30_10h27.31.519,Tutorial 6 | Delay Discounting Task,,2025.1.1,None,2025-10-30 10h27.39.842084 +0530,
27.0,50.0,21.0,8,8,0,l,2.4028172079997603,None,0,8,8,2,34.85906362501555,,34.851605125004426,34.85906362501555,35.84616350001306,35.84616350001306,35.855983083019964,38.25760233300389,l,2.4028172079997603,None,4,001,2025-10-30_10h27.31.519,Tutorial 6 | Delay Discounting Task,,2025.1.1,None,2025-10-30 10h27.39.842084 +0530,
67.0,75.0,119.0,9,9,0,t,0.8574628749920521,None,0,9,9,5,38.27195291701355,,38.26402312499704,38.27195291701355,39.256400750018656,39.256400750018656,39.261611791996984,40.12452512499294,t,0.8574628749920521,None,4,001,2025-10-30_10h27.31.519,Tutorial 6 | Delay Discounting Task,,2025.1.1,None,2025-10-30 10h27.39.842084 +0530,
