study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,text_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,6,6,0,,,_o_rd,board,old,world,"[np.float64(0.018333333333333333), np.float64(0.005)]","[np.float64(-0.335), np.float64(-0.29333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[6.097467750005308, 7.013782000001811]","[None, 'text_3']",,,,,0,6,6,10,46.57641312499618,,,,,,,,46.569175124997855,46.57641312499618,46.57641312499618,46.57641312499618,0.0019970409994130023,53.58315608400153,world,"[np.float64(0.018333333333333333), np.float64(0.005)]","[np.float64(-0.335), np.float64(-0.29333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[6.097467750005308, 7.013782000001811]","[None, 'text_3']",,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,7,7,0,,,ta_l_,table,new,table,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[2.7992480829998385],['text_3'],,,,,0,7,7,15,53.59301641699858,,,,,,,,53.58516216700082,53.59301641699858,53.59301641699858,53.59301641699858,0.0018877089969464578,56.38461112499499,table,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[2.7992480829998385],['text_3'],,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,8,8,0,,,c_s_io_,cushion,old,cushion,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[4.130141333000211],['text_3'],,,,,0,8,8,14,56.41080570899794,,,,,,,,56.3870522090001,56.41080570899794,56.41080570899794,56.41080570899794,0.0023294169950531796,60.51739537499816,cushion,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[4.130141333000211],['text_3'],,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,9,9,0,,,k_y,key,old,key,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[2.4141329170015524],['text_3'],,,,,0,9,9,8,60.566445500000555,,,,,,,,60.51950383399526,60.566445500000555,60.566445500000555,60.566445500000555,0.002016459002334159,62.9338600839983,key,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[2.4141329170015524],['text_3'],,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,10,10,0,,,p_nc_l,pencil,new,pencil,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[3.5143538330012234],['text_3'],,,,,0,10,10,16,62.94353295899782,,,,,,,,62.93632779199834,62.94353295899782,62.94353295899782,62.94353295899782,0.002340457998798229,66.4508884589959,pencil,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[3.5143538330012234],['text_3'],,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,11,11,0,,,_oo_,book,old,book,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[4.0307902919958],['text_3'],,,,,0,11,11,13,66.46021379200101,,,,,,,,66.45267679199605,66.46021379200101,66.46021379200101,66.46021379200101,0.001698957996268291,70.48368849999679,book,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[4.0307902919958],['text_3'],,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,12,12,0,,,_ru_s_,cruise,old,,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[11.431911167004728],['text_3'],,,,,0,12,12,6,70.49334016699868,,,,,,,,70.48587016700185,70.49334016699868,70.49334016699868,70.49334016699868,0.0020884580007987097,81.91798066699994,,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[11.431911167004728],['text_3'],80.483037375001,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,13,13,0,,,_o_se,mouse,old,horse,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[4.4644109580040094],['text_3'],,,,,0,13,13,3,81.92649008399894,,,,,,,,81.91977170899918,81.92649008399894,81.92649008399894,81.92649008399894,0.0017037919969880022,86.3843798339949,horse,[np.float64(0.005)],[np.float64(-0.29333333333333333)],[1],[0],[0],[4.4644109580040094],['text_3'],,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,14,14,0,,,c_m_ra,camera,new,camera,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[3.9641226250023465],['text_3'],,,,,0,14,14,19,86.39414770899748,,,,,,,,86.38638625000021,86.39414770899748,86.39414770899748,86.39414770899748,0.0019149169966112822,90.3507243339991,camera,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[3.9641226250023465],['text_3'],,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,15,15,0,,,l_pt_p,laptop,old,laptop,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[4.314877457996772],['text_3'],,,,,0,15,15,0,90.36009383399505,,,,,,,,90.35276612499729,90.36009383399505,90.36009383399505,90.36009383399505,0.001949124998645857,94.66786995899747,laptop,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[4.314877457996772],['text_3'],,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,16,16,0,,,bo_t_e,bottle,new,bottle,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[3.0970449589949567],['text_3'],,,,,0,16,16,18,94.69402883399744,,,,,,,,94.67015695900045,94.69402883399744,94.69402883399744,94.69402883399744,0.002192333005950786,97.7674279999992,bottle,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[3.0970449589949567],['text_3'],,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,17,17,0,,,p_s_tr_,pastery,old,pastry,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[5.9143640420006705],['text_3'],,,,,0,17,17,4,97.77678862500034,,,,,,,,97.76951391699549,97.77678862500034,97.77678862500034,97.77678862500034,0.0019949580018874258,103.68410666699492,pastry,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[5.9143640420006705],['text_3'],,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,18,18,0,,,_ho_e,phone,old,,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[10.898031624994474],['text_3'],,,,,0,18,18,12,103.69394958399789,,,,,,,,103.68630391699844,103.69394958399789,103.69394958399789,103.69394958399789,0.0021084170002723113,114.58455312500155,,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[10.898031624994474],['text_3'],113.68201470899658,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
,19,19,0,,,p_li_e,police,old,police,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[3.3477238330015098],['text_3'],,,,,0,19,19,7,114.59290599999804,,,,,,,,114.58616704199812,114.59290599999804,114.59290599999804,114.59290599999804,0.001539374999993015,117.93412362499657,police,[np.float64(0.0033333333333333335)],[np.float64(-0.29833333333333334)],[1],[0],[0],[3.3477238330015098],['text_3'],,1,001,2025-10-08_23h52.18.801,Word Priming Experiment,,2025.1.1,None,2025-10-08 23h52.24.404269 +0530,
