word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,textbox.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,key_resp.started,text.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,textbox_2.started,textbox_2.stopped,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
BLUE,blue,C,b,9,1,2,b,1,1.1975003320003452,None,2,1,9,2,17.598657208000077,,,,,,,,,17.590369125000507,17.598657208000077,17.598657208000077,18.08361820800019,18.08684062499924,18.802337916000397,b,1,1.1975003320003452,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,red,I,r,10,2,2,r,1,1.418067582000731,None,2,2,10,3,18.812076333000732,,,,,,,,,18.803476290999242,18.812076333000732,18.812076333000732,19.300410375000865,19.303830666000067,20.236689540999578,r,1,1.418067582000731,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,blue,I,b,11,3,2,b,1,1.8498494579998805,None,2,3,11,1,20.25019862500085,,,,,,,,,20.24177516599957,20.25019862500085,20.25019862500085,20.733683208000002,20.736580374999903,22.10216324999965,b,1,1.8498494579998805,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,red,C,r,12,0,3,r,1,1.2805066239998268,None,3,0,12,0,22.111540541000068,,,,,,,,,22.103072333000455,22.111540541000068,22.111540541000068,22.600454833000185,22.6040176660008,23.402327290999892,r,1,1.2805066239998268,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,red,I,r,13,1,3,r,1,1.5337272910001047,None,3,1,13,3,23.41522483299923,,,,,,,,,23.40691208300086,23.41522483299923,23.41522483299923,23.90031820799959,23.903621666000618,24.952476165999542,r,1,1.5337272910001047,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,blue,C,b,14,2,3,b,1,1.3820217909997154,None,3,2,14,2,24.961963875000947,,,,,,,,,24.953504416000214,24.961963875000947,24.961963875000947,25.450317749999158,25.453725332999966,26.35233854100079,b,1,1.3820217909997154,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,blue,I,b,15,3,3,b,1,1.180551749001097,None,3,3,15,1,26.365351708000162,,,,,,,,,26.357404915999723,26.365351708000162,26.365351708000162,26.850326915999176,26.853625249999823,27.552354583000124,b,1,1.180551749001097,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,blue,C,b,16,0,4,b,1,1.178932999000608,None,4,0,16,2,27.56506687500041,,,,,,,,,27.557211790999645,27.56506687500041,27.56506687500041,28.050357833000817,28.05348629100081,28.75180820800051,b,1,1.178932999000608,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,red,I,r,17,1,4,r,1,1.3737393739993422,None,4,1,17,3,28.76112649999959,,,,,,,,,28.753009750000274,28.76112649999959,28.76112649999959,29.2502611660002,29.253842583000733,30.138519207999707,r,1,1.3737393739993422,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,blue,I,b,18,2,4,b,1,1.155763916000069,None,4,2,18,1,30.153141875000074,,,,,,,,,30.143021624999164,30.153141875000074,30.153141875000074,30.639957666000555,30.650352915999974,31.318945625000197,b,1,1.155763916000069,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,red,C,r,19,3,4,r,1,1.325758582999697,None,4,3,19,0,31.32802404100039,,,,,,,,,31.319929249999404,31.32802404100039,31.32802404100039,31.817093457999363,31.820635083000525,32.656069750000825,r,1,1.325758582999697,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,red,I,r,20,0,5,r,1,1.1799898320005013,None,5,0,20,3,32.66982149999967,,,,,,,,,32.66081462500006,32.66982149999967,32.66982149999967,33.15772425000068,33.16690341600042,33.852826374999495,r,1,1.1799898320005013,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,blue,C,b,21,1,5,b,1,1.129077583000253,None,5,1,21,2,33.86172112500026,,,,,,,,,33.854021332999764,33.86172112500026,33.86172112500026,34.35042712500035,34.353886999999304,35.002258083000925,b,1,1.129077583000253,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,blue,I,b,22,2,5,b,1,1.2006422499998735,None,5,2,22,1,35.0141050000002,,,,,,,,,35.006839749999926,35.0141050000002,35.0141050000002,35.500342040999385,35.5041600830009,36.219063291000566,b,1,1.2006422499998735,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,red,C,r,23,3,5,r,1,1.301331458000277,None,5,3,23,0,36.22844545800035,,,,,,,,,36.220596832999945,36.22844545800035,36.22844545800035,36.717039125000156,36.72037887499937,37.536382665999554,r,1,1.301331458000277,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,blue,C,b,24,0,6,b,1,1.5978010409999115,None,6,0,24,2,37.54890270800024,,,,,,,,,37.541599958000006,37.54890270800024,37.54890270800024,38.03371066600084,38.03721483300069,39.151836832999834,b,1,1.5978010409999115,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,red,C,r,25,1,6,r,1,1.3002421239998512,None,6,1,25,0,39.16338437500053,,,,,,,,,39.155986915999165,39.16338437500053,39.16338437500053,39.650228208000044,39.65336766600012,40.469407250000586,r,1,1.3002421239998512,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,blue,I,b,26,2,6,b,1,1.8145767910009454,None,6,2,26,1,40.478106165999634,,,,,,,,,40.4705313329996,40.478106165999634,40.478106165999634,40.96707291600069,40.97039645800032,42.301729708000494,b,1,1.8145767910009454,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,red,I,r,27,3,6,r,1,1.1126404160004313,None,6,3,27,3,42.314029290999315,,,,,,,,,42.306829208000636,42.314029290999315,42.314029290999315,42.80026966600053,42.80337191599938,43.43520225000066,r,1,1.1126404160004313,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,red,C,r,28,0,7,r,1,1.050633206999919,None,7,0,28,0,43.44690383300076,,,,,,,,,43.43938262499978,43.44690383300076,43.44690383300076,43.93364108300011,43.93664458300009,44.502906749999966,r,1,1.050633206999919,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,blue,I,b,29,1,7,b,1,1.2608909999999014,None,7,1,29,1,44.51164062499993,,,,,,,,,44.504061375000674,44.51164062499993,44.51164062499993,45.00025195799935,45.003166582999256,45.78523649999988,b,1,1.2608909999999014,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,blue,C,b,30,2,7,b,1,1.0164131660003477,None,7,2,30,2,45.79716704100065,,,,,,,,,45.78966583299916,45.79716704100065,45.79716704100065,46.283622666000156,46.286809499999436,46.81878999999935,b,1,1.0164131660003477,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,red,I,r,31,3,7,r,1,1.22873912400064,None,7,3,31,3,46.827712874999634,,,,,,,,,46.82004224999946,46.827712874999634,46.827712874999634,47.31702262500039,47.32048220800061,48.068401291000555,r,1,1.22873912400064,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,blue,C,b,32,0,8,b,1,1.0872871249994205,None,8,0,32,2,48.0781533749996,,,,,,,,,48.07056608300081,48.0781533749996,48.0781533749996,48.56701220799914,48.570615541000734,49.16982029099927,b,1,1.0872871249994205,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,red,I,r,33,1,8,r,1,1.0602757910000946,None,8,1,33,3,49.17915995799922,,,,,,,,,49.17156587499994,49.17915995799922,49.17915995799922,49.66704512499928,49.67091879100008,50.252130666000085,r,1,1.0602757910000946,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,blue,I,b,34,2,8,b,1,1.1838524989998405,None,8,2,34,1,50.264463166000496,,,,,,,,,50.25689349999993,50.264463166000496,50.264463166000496,50.750512374999744,50.75404383299974,51.45298045799973,b,1,1.1838524989998405,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,red,C,r,35,3,8,r,1,1.192238081999676,None,8,3,35,0,51.46211979100008,,,,,,,,,51.45437579099962,51.46211979100008,51.46211979100008,51.9502392079994,51.95313412500036,52.670238582999445,r,1,1.192238081999676,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,red,C,r,36,0,9,r,1,1.0869472489994223,None,9,0,36,0,52.67842824999934,,,,,,,,,52.67204362499979,52.67842824999934,52.67842824999934,53.1670253329994,53.170289125000636,53.7689233330002,r,1,1.0869472489994223,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,blue,C,b,37,1,9,b,1,1.0771907910002483,None,9,1,37,2,53.78114329100026,,,,,,,,,53.77418395799941,53.78114329100026,53.78114329100026,54.26694858299925,54.26987120800004,54.86935216600068,b,1,1.0771907910002483,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
BLUE,red,I,r,38,2,9,r,1,1.362692832999528,None,9,2,38,3,54.87665200000083,,,,,,,,,54.87099391599986,54.87665200000083,54.87665200000083,55.367001582999364,55.37032462500065,56.25176925000051,r,1,1.362692832999528,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
RED,blue,I,b,39,3,9,b,1,2.0066895410000143,None,9,3,39,1,56.26255666600082,,,,,,,,,56.25596516599944,56.26255666600082,56.26255666600082,56.75031991600008,56.75332554099987,58.27188558300077,b,1,2.0066895410000143,None,,,,,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.274170916,58.28611408300094,59.28347129100075,59.27111037500072,1,001,2025-08-21_16h09.18.560,stroop 0.1,,2025.1.1,None,2025-08-21 16h09.32.276691 +0530,
