stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
75,5,16.0,91.2134115420049,,91.20677083299961,91.2134115420049,91.70462037499965,91.70462037499965,91.70462037499965,91.99159120800323,93.00677775000077,right,16.0,1,1,1.2953398750032648,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
76,5,16.0,93.01406345800206,,93.0072657080018,93.01406345800206,93.50454637499934,93.50454637499934,93.50454637499934,93.79093566699885,94.07388545800495,right,16.0,1,1,0.5613822500017704,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
77,5,11.0,94.08088954200502,,94.07436287499877,94.08088954200502,94.57111979200272,94.57111979200272,94.57111979200272,94.85781216699979,95.3235523330004,right,11.0,1,1,0.7458126249985071,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
78,5,11.0,95.33097645800444,,95.32400145800057,95.33097645800444,95.82122954200167,95.82122954200167,95.82122954200167,96.10818825000024,96.74218604199996,right,11.0,1,1,0.9176093749993015,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
79,5,11.0,96.75464487499994,,96.7424527080002,96.75464487499994,97.24229741700401,97.24229741700401,97.24229741700401,97.53791187499883,98.07295229200099,left,-11.0,1,1,0.8205855419946602,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
80,5,6.0,98.07994220800174,,98.07334091699886,98.07994220800174,98.57124079200003,98.57124079200003,98.57124079200003,98.8577844169995,99.20615725000243,right,6.0,1,1,0.621431332998327,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
81,5,6.0,99.21314862500003,,99.20652633300051,99.21314862500003,99.70476408300601,99.70476408300601,99.70476408300601,99.99113833300362,100.156822500001,left,-6.0,1,1,0.4489476249946165,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
82,5,6.0,100.16180104199884,,100.15733658300451,100.16180104199884,100.6543448750017,100.6543448750017,100.6543448750017,100.94080254200526,101.14014754199889,right,6.0,1,1,0.4712944169950788,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
83,5,1.0,101.14756133300398,,101.14062562500476,101.14756133300398,101.63778066699888,101.63778066699888,101.63778066699888,101.92530145800265,102.52364420800586,left,-1.0,1,1,0.8789015410002321,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
84,5,1.0,102.53092275000381,,102.52422866700363,102.53092275000381,103.02110399999947,103.02110399999947,103.02110399999947,103.30754075000004,104.07297412500338,left,-1.0,0,0,1.0375517079955898,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
85,5,6.0,104.08009483299975,,104.07339133300411,104.08009483299975,104.57121362500038,104.57121362500038,104.57121362500038,104.85765583300235,105.1228460420025,right,6.0,1,1,0.5424828750037705,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
86,5,6.0,105.12937133300147,,105.12315650000528,105.12937133300147,105.62116191699897,105.62116191699897,105.62116191699897,105.90753595800197,106.24013629199908,right,6.0,1,1,0.6085472499980824,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
87,5,6.0,106.246638042001,,106.24045312499948,106.246638042001,106.73795025000436,106.73795025000436,106.73795025000436,107.02430791700317,107.3591623329994,left,-6.0,1,1,0.6186048339950503,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
