delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.7,1000.0,exp,33,9,2,space,0.48218958399957046,None,400,1,[2.5850680409930646],[2.5850709580117837],2,9,33,11,150.98822470899904,,150.98540687497007,150.98822470899904,151.97367470897734,151.97367470897734,151.98646924999775,152.45844579197,space,0.48218958399957046,None,152.45965454197722,0.7113328750128858,1.0112287499941885,153.47375025000656,153.47523808397818,153.49084683397086,153.49084683397086,153.49084683397086,156.07610137498705,400,1,[2.5850680409930646],[2.5850709580117837],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
0.1,1000.0,exp,34,10,2,space,1.9210764580057003,None,100,1,[3.42425279103918],[3.424255666031968],2,10,34,3,156.08501066698227,,156.07622712495504,156.08501066698227,157.07378633396002,157.07378633396002,157.07378633396002,159.0054172090022,space,1.9210764580057003,None,159.0073346249992,0.10103625000920147,0.4013992919935845,159.41112208395498,159.41226104198722,159.42772554198746,159.42772554198746,159.42772554198746,162.85215824999614,100,1,[3.42425279103918],[3.424255666031968],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
0.7,400.0,unexp,35,11,2,space,0.42423649999545887,None,700,1,[2.8298900419613346],[2.829893041984178],2,11,35,2,162.85525233397493,,162.85228554200148,162.85525233397493,163.8405475000036,163.8405475000036,163.8530268339673,164.2720848749741,space,0.42423649999545887,None,164.27378945896635,0.7019668749999255,1.0014895829954185,165.2780982920085,165.27920216700295,165.2952047919971,165.2952047919971,165.2952047919971,168.12527695897734,700,1,[2.8298900419613346],[2.829893041984178],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
0.4,1000.0,exp,36,0,3,space,0.4994033749680966,None,400,1,[1.0144016250269488],[1.014404583023861],3,0,36,7,168.13501520897262,,168.1254050419666,168.13501520897262,169.12412362499163,169.12412362499163,169.12412362499163,169.62505404197145,space,0.4994033749680966,None,169.62624333397252,0.41139370802557096,0.7114396250108257,170.34076333401026,170.3425066669588,170.35833087499486,170.35833087499486,170.35833087499486,171.37291299999924,400,1,[1.0144016250269488],[1.014404583023861],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
0.7,1000.0,exp,37,1,3,space,1.445718041039072,None,500,1,[2.4617878749850206],[2.461791292007547],3,1,37,5,171.38512504199753,,171.37304062501062,171.38512504199753,172.36977337498683,172.36977337498683,172.37485358398408,173.82216149999294,space,1.445718041039072,None,173.8234997089603,0.7011735829873942,1.0016854170244187,174.82794591697166,174.82953833398642,174.84646570897894,174.84646570897894,174.84646570897894,177.30844012496527,500,1,[2.4617878749850206],[2.461791292007547],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
0.4,400.0,unexp,38,2,3,space,0.7518320420058444,None,700,1,[2.0117692080093548],[2.0117724160081707],3,2,38,1,177.31832516699797,,177.30856720899465,177.31832516699797,178.30747262499062,178.30747262499062,178.30747262499062,179.0718820419861,space,0.7518320420058444,None,179.07371970900567,0.4015859159990214,0.7016732500051148,179.77811466698768,179.77932099997997,179.7943873750046,179.7943873750046,179.7943873750046,181.8063431669725,700,1,[2.0117692080093548],[2.0117724160081707],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
0.7,1000.0,exp,39,3,3,space,0.37939125002594665,None,300,1,[1.3107142910012044],[1.310717249987647],3,3,39,11,181.81830412498675,,181.80651712499093,181.81830412498675,182.80290554196108,182.80290554196108,182.80724925000686,183.18831820896594,space,0.37939125002594665,None,183.18971000000602,0.7020844999933615,1.001981750014238,184.19492666696897,184.19607904198347,184.2119822090026,184.2119822090026,184.2119822090026,185.52289562497754,300,1,[1.3107142910012044],[1.310717249987647],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
0.7,1000.0,exp,40,4,3,space,0.4844396670232527,None,600 ,1,[1.6981755000306293],[1.6981789580313489],3,4,40,8,185.53494658396812,,185.52301712497137,185.53494658396812,186.5196608749684,186.5196608749684,186.5238766669645,187.00744712498272,space,0.4844396670232527,None,187.0086547919782,0.7122168749920093,1.0120861670002341,188.02422629197827,188.026008041983,188.0412622920121,188.0412622920121,188.0412622920121,189.739625874965,600 ,1,[1.6981755000306293],[1.6981789580313489],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
0.4,1000.0,exp,41,5,3,space,0.4946235829847865,None,800,1,[1.0234712910023518],[1.023474708024878],3,5,41,4,189.75177141698077,,189.73976162500912,189.75177141698077,190.73640075000003,190.73640075000003,190.74033533397596,191.2378819169826,space,0.4946235829847865,None,191.23948208399815,0.4018472909810953,0.7019180830102414,191.94412087497767,191.9454150419915,191.9616153339739,191.9616153339739,191.9616153339739,192.98528004199034,800,1,[1.0234712910023518],[1.023474708024878],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
0.4,1000.0,exp,42,6,3,space,0.2987485419725999,None,100,1,[1.0486140419961885],[1.048617333988659],3,6,42,10,192.98776604200248,,192.98541183397174,192.98776604200248,193.97417879197747,193.97417879197747,193.98635654198006,194.27422562497668,space,0.2987485419725999,None,194.27545537496917,0.39902474998962134,0.6990814169985242,194.9777917090105,194.9802715840051,194.9941979169962,194.9941979169962,194.9941979169962,196.04299295897363,100,1,[1.0486140419961885],[1.048617333988659],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
0.1,1000.0,exp,43,7,3,space,0.2963765420136042,None,200,1,[0.9667312910314649],[0.9667343749897555],3,7,43,3,196.05190533399582,,196.04311441699974,196.05190533399582,197.04076854197774,197.04076854197774,197.04076854197774,197.34152054198785,space,0.2963765420136042,None,197.34266983397538,0.11140491702826694,0.4115835830452852,197.7575070419698,197.75926787499338,197.77499133400852,197.77499133400852,197.77499133400852,198.74191716697533,200,1,[0.9667312910314649],[0.9667343749897555],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
0.1,400.0,unexp,44,8,3,space,0.2611711249919608,None,400,1,[3.2074943750048988],[3.207496791961603],3,8,44,0,198.7516744589666,,198.74204395897686,198.7516744589666,199.74075654195622,199.74075654195622,199.74075654195622,200.00453499995638,space,0.2611711249919608,None,200.00615758396452,0.1016394579783082,0.40217566600767896,200.41076358396094,200.41205049998825,200.42777041700901,200.42777041700901,200.42777041700901,203.63543974998174,400,1,[3.2074943750048988],[3.207496791961603],1,001,2025-11-11_18h23.04.141,Tutorial 7 | Intentional Binding Task,,2025.1.1,None,2025-11-11 18h23.12.441327 +0530,
