pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line_1.started,line_2.started,line_3.started,line_4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.3390302490442991,None,2,2,10,2,,,,,24.12011091702152,,24.11223633302143,24.12011091702152,25.11027699999977,25.11027699999977,25.11027699999977,25.11027699999977,25.114603666996118,26.110332083015237,26.110332083015237,26.462119375006296,c,1,0.3390302490442991,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,11,3,2,z,1,0.4880818739766255,None,2,3,11,3,,,,,26.47078687499743,,26.462681750010233,26.47078687499743,27.460255792015232,27.460255792015232,27.460255792015232,27.460255792015232,27.46500562498113,28.460090541979298,28.460090541979298,28.962071541987825,z,1,0.4880818739766255,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,12,0,3,x,1,0.3960812500445172,None,3,0,12,0,,,,,28.97133266698802,,28.96278150001308,28.97133266698802,29.960204707982484,29.960204707982484,29.960204707982484,29.960204707982484,29.965512582974043,30.960273541975766,30.960273541975766,31.36193104198901,x,1,0.3960812500445172,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,13,1,3,v,1,0.37993183301296085,None,3,1,13,1,,,,,31.370937291998416,,31.36266062501818,31.370937291998416,32.36040670797229,32.36040670797229,32.36040670797229,32.36040670797229,32.365299207973294,33.36028500000248,33.36028500000248,33.74520179198589,v,1,0.37993183301296085,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,14,2,3,c,1,0.2702859989949502,None,3,2,14,2,,,,,33.75390370801324,,33.745766083011404,33.75390370801324,34.74354191700695,34.74354191700695,34.74354191700695,34.74354191700695,34.74797770800069,35.74385824997444,35.74385824997444,36.017194833024405,c,1,0.2702859989949502,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,15,3,3,z,1,0.3088896249537356,None,3,3,15,3,,,,,36.02650120801991,,36.01768958300818,36.02650120801991,37.01543066697195,37.01543066697195,37.01543066697195,37.01543066697195,37.01543066697195,38.01648595801089,38.01648595801089,38.32877695799107,z,1,0.3088896249537356,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,16,0,4,x,1,0.2742476660059765,None,4,0,16,0,,,,,38.33774733298924,,38.32960787502816,38.33774733298924,39.32673558301758,39.32673558301758,39.32673558301758,39.32673558301758,39.33131300000241,40.32682487502461,40.32682487502461,40.61261429201113,x,1,0.2742476660059765,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,17,1,4,v,1,0.2837985409423709,None,4,1,17,1,,,,,40.62129387498135,,40.613254875002895,40.62129387498135,41.6103051250102,41.6103051250102,41.6103051250102,41.6103051250102,41.61591120797675,42.61019491701154,42.61019491701154,42.89973937498871,v,1,0.2837985409423709,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,18,2,4,c,1,0.2358110409695655,None,4,2,18,2,,,,,42.90940420801053,,42.900203833007254,42.90940420801053,43.90033874998335,43.90033874998335,43.90033874998335,43.90033874998335,43.90033874998335,44.89945666701533,44.89945666701533,45.14533633302199,c,1,0.2358110409695655,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,19,3,4,z,1,0.29744029097491875,None,4,3,19,3,,,,,45.15606399998069,,45.1460618749843,45.15606399998069,46.143640458001755,46.143640458001755,46.143640458001755,46.143640458001755,46.14857725001639,47.143505958025344,47.143505958025344,47.445676292001735,z,1,0.29744029097491875,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,20,0,5,x,1,0.35636641597375274,None,5,0,20,0,,,,,47.45597408298636,,47.44634700001916,47.45597408298636,48.44358533300692,48.44358533300692,48.44358533300692,48.44358533300692,48.448182917025406,49.44348554202588,49.44348554202588,49.812198082974646,x,1,0.35636641597375274,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,21,1,5,v,1,0.33355616603512317,None,5,1,21,1,,,,,49.82248262502253,,49.81288541702088,49.82248262502253,50.810350249987096,50.810350249987096,50.810350249987096,50.810350249987096,50.816067125007976,51.81021216697991,51.81021216697991,52.14972670801217,v,1,0.33355616603512317,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,22,2,5,c,1,0.2659181240014732,None,5,2,22,2,,,,,52.15939899999648,,52.15023425000254,52.15939899999648,53.148229916987475,53.148229916987475,53.148229916987475,53.148229916987475,53.148229916987475,54.149496332975104,54.149496332975104,54.42853604198899,c,1,0.2659181240014732,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,23,3,5,z,1,0.33113662397954613,None,5,3,23,3,,,,,54.43828691699309,,54.42913133301772,54.43828691699309,55.42683641699841,55.42683641699841,55.42683641699841,55.42683641699841,55.431389249977656,56.42664808302652,56.42664808302652,56.76184733299306,z,1,0.33113662397954613,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,24,0,6,x,1,1.083374832989648,None,6,0,24,0,,,,,56.771820041991305,,56.762412249983754,56.771820041991305,57.760142166982405,57.760142166982405,57.760142166982405,57.760142166982405,57.76530508301221,58.760231207998004,58.760231207998004,59.85015370801557,x,1,1.083374832989648,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,25,1,6,v,1,0.4233618750004098,None,6,1,25,1,,,,,59.85973066702718,,59.850644166988786,59.85973066702718,60.84835691697663,60.84835691697663,60.84835691697663,60.84835691697663,60.84835691697663,61.850261125015095,61.850261125015095,62.278471041994635,v,1,0.4233618750004098,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,26,2,6,c,1,0.44363304099533707,None,6,2,26,2,,,,,62.28840266697807,,62.279039875022136,62.28840266697807,63.2768010830041,63.2768010830041,63.2768010830041,63.2768010830041,63.28157295798883,64.27687800000422,64.27687800000422,64.72857766697416,c,1,0.44363304099533707,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,27,3,6,z,1,0.31451329099945724,None,6,3,27,3,,,,,64.73863883299055,,64.7291768330033,64.73863883299055,65.72728633298539,65.72728633298539,65.72728633298539,65.72728633298539,65.7337091669906,66.72698020801181,66.72698020801181,67.04517137497896,z,1,0.31451329099945724,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,28,0,7,x,1,0.2876181250321679,None,7,0,28,0,,,,,67.05512774997624,,67.04582237498835,67.05512774997624,68.04362379200757,68.04362379200757,68.04362379200757,68.04362379200757,68.04881954198936,69.04343120800331,69.04343120800331,69.34504241700051,x,1,0.2876181250321679,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,29,1,7,v,1,0.2830602079629898,None,7,1,29,1,,,,,69.35498283297056,,69.34571458300343,69.35498283297056,70.3435407920042,70.3435407920042,70.3435407920042,70.3435407920042,70.34808004199294,71.34337787498953,71.34337787498953,71.6285749580129,v,1,0.2830602079629898,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,30,2,7,c,1,0.2365808329777792,None,7,2,30,2,,,,,71.63895829202374,,71.62920629198197,71.63895829202374,72.62687774997903,72.62687774997903,72.62687774997903,72.62687774997903,72.63155308301793,73.62690420798026,73.62690420798026,73.8665268329787,c,1,0.2365808329777792,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,31,3,7,z,1,0.30563012399943545,None,7,3,31,3,,,,,73.87611770798685,,73.86706741701346,73.87611770798685,74.86544233298628,74.86544233298628,74.86544233298628,74.86544233298628,74.86544233298628,75.86579516698839,75.86579516698839,76.17848925001454,z,1,0.30563012399943545,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,32,0,8,x,1,0.3534091240144335,None,8,0,32,0,,,,,76.18800908297999,,76.17903279198799,76.18800908297999,77.17703987500863,77.17703987500863,77.17703987500863,77.17703987500863,77.18244800000684,78.17681716702646,78.17681716702646,78.53300379199209,x,1,0.3534091240144335,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,33,1,8,v,1,0.4099442909937352,None,8,1,33,1,,,,,78.54283854202367,,78.53350391698768,78.54283854202367,79.53311091702199,79.53311091702199,79.53311091702199,79.53311091702199,79.53311091702199,80.53225362498779,80.53225362498779,80.94560570799513,v,1,0.4099442909937352,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,34,2,8,c,1,0.23077699897112325,None,8,2,34,2,,,,,80.95556529198075,,80.94630466698436,80.95556529198075,81.9433596250019,81.9433596250019,81.9433596250019,81.9433596250019,81.94790341699263,82.94344000000274,82.94344000000274,83.17881708301138,c,1,0.23077699897112325,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,35,3,8,z,1,0.3394683329970576,None,8,3,35,3,,,,,83.18900050001685,,83.17966874997364,83.18900050001685,84.17685341701144,84.17685341701144,84.17685341701144,84.17685341701144,84.18163054197794,85.17670379200717,85.17670379200717,85.52907325001433,z,1,0.3394683329970576,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,36,0,9,x,1,0.2983419999945909,None,9,0,36,0,,,,,85.53896254202118,,85.52975679200608,85.53896254202118,86.52678137499606,86.52678137499606,86.52678137499606,86.52678137499606,86.53210066701286,87.52669675002107,87.52669675002107,87.82829070801381,x,1,0.2983419999945909,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,37,1,9,v,1,0.21613458200590685,None,9,1,37,1,,,,,87.83793666702695,,87.82884337502765,87.83793666702695,88.82668483298039,88.82668483298039,88.82668483298039,88.82668483298039,88.83169320801971,89.82684995798627,89.82684995798627,90.04549175000284,v,1,0.21613458200590685,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,38,2,9,c,1,0.27064937504474074,None,9,2,38,2,,,,,90.05590958299581,,90.04634862497915,90.05590958299581,91.04357954201987,91.04357954201987,91.04357954201987,91.04357954201987,91.04876587499166,92.04341720801312,92.04341720801312,92.31580749998102,c,1,0.27064937504474074,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,39,3,9,z,1,0.23082641599467024,None,9,3,39,3,,,,,92.32602054200834,,92.31629483297002,92.32602054200834,93.3147919580224,93.3147919580224,93.3147919580224,93.3147919580224,93.3147919580224,94.3151337080053,94.3151337080053,94.5484796250239,z,1,0.23082641599467024,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,40,0,10,x,1,0.2825589579879306,None,10,0,40,0,,,,,94.55936841701623,,94.5489950000192,94.55936841701623,95.54344254202442,95.54344254202442,95.54344254202442,95.54344254202442,95.54767258302309,96.54928533302154,96.54928533302154,96.83365658298135,x,1,0.2825589579879306,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,41,1,10,v,1,0.2743060829816386,None,10,1,41,1,,,,,96.84301258297637,,96.83415191702079,96.84301258297637,97.83247000002302,97.83247000002302,97.83247000002302,97.83247000002302,97.83247000002302,98.83254020800814,98.83254020800814,99.11177037499147,v,1,0.2743060829816386,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,42,2,10,c,1,0.2436749580083415,None,10,2,42,2,,,,,99.12127308297204,,99.11236845800886,99.12127308297204,100.11038899997948,100.11038899997948,100.11038899997948,100.11038899997948,100.11522408301244,101.11008304200368,101.11008304200368,101.3614988750196,c,1,0.2436749580083415,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,43,3,10,z,1,0.2906738740275614,None,10,3,43,3,,,,,101.37139724998269,,101.36210979201132,101.37139724998269,102.36011141701601,102.36011141701601,102.36011141701601,102.36011141701601,102.36429458297789,103.36001941701397,103.36001941701397,103.66187412501313,z,1,0.2906738740275614,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,44,0,11,x,1,0.29461595800239593,None,11,0,44,0,,,,,103.67171991697978,,103.66256754199276,103.67171991697978,104.66054604202509,104.66054604202509,104.66054604202509,104.66054604202509,104.6648131670081,105.66016249998938,105.66016249998938,105.9619135420071,x,1,0.29461595800239593,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,45,1,11,v,1,0.2107311660074629,None,11,1,45,1,,,,,105.9718613330042,,105.9624889579718,105.9718613330042,106.95996345800813,106.95996345800813,106.95996345800813,106.95996345800813,106.9649385419907,107.96003479202045,107.96003479202045,108.17851412500022,v,1,0.2107311660074629,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,46,2,11,c,1,0.25166570802684873,None,11,2,46,2,,,,,108.18825345800724,,108.1790669169859,108.18825345800724,109.17677962500602,109.17677962500602,109.17677962500602,109.17677962500602,109.18119216698688,110.17686287499964,110.17686287499964,110.43354762502713,c,1,0.25166570802684873,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,47,3,11,z,1,0.281167707988061,None,11,3,47,3,,,,,110.44320095801959,,110.43404783302685,110.44320095801959,111.43226745800348,111.43226745800348,111.43226745800348,111.43226745800348,111.43226745800348,112.43239120801445,112.43239120801445,112.71621795801912,z,1,0.281167707988061,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,48,0,12,x,1,0.3131109160021879,None,12,0,48,0,,,,,112.72600020800019,,112.7167298750137,112.72600020800019,113.71563616697676,113.71563616697676,113.71563616697676,113.71563616697676,113.71563616697676,114.71544437500415,114.71544437500415,115.03389562497614,x,1,0.3131109160021879,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,49,1,12,v,1,0.2738993330276571,None,12,1,49,1,,,,,115.06022520799888,,115.03440229198895,115.06022520799888,116.03179820801597,116.03179820801597,116.03179820801597,116.03179820801597,116.0480593329994,117.0326927920105,117.0326927920105,117.31202658300754,v,1,0.2738993330276571,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,50,2,12,c,1,0.24239258299348876,None,12,2,50,2,,,,,117.32210520800436,,117.31271166697843,117.32210520800436,118.30996983300429,118.30996983300429,118.30996983300429,118.30996983300429,118.3145457499777,119.31005670799641,119.31005670799641,119.56210058298893,c,1,0.24239258299348876,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,51,3,12,z,1,0.30646720802178606,None,12,3,51,3,,,,,119.57166766701266,,119.56278029200621,119.57166766701266,120.56002337497193,120.56002337497193,120.56002337497193,120.56002337497193,120.56414625002071,121.55993099999614,121.55993099999614,121.8784300829866,z,1,0.30646720802178606,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,52,0,13,lcommand,0,0.2995474159833975,None,13,0,52,0,,,,,121.88822587497998,,121.87901662499644,121.88822587497998,122.87676970800385,122.87676970800385,122.87676970800385,122.87676970800385,122.88217858300777,123.87667387502734,123.87667387502734,124.17824879201362,lcommand,0,0.2995474159833975,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,53,1,13,v,1,0.49149412498809397,None,13,1,53,1,,,,,124.18561991699971,,124.1788514169748,124.18561991699971,125.17664562497521,125.17664562497521,125.17664562497521,125.17664562497521,125.18190829199739,126.17675487499218,126.17675487499218,126.6784606250003,v,1,0.49149412498809397,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,54,2,13,c,1,0.2654382499749772,None,13,2,54,2,,,,,126.6885029579862,,126.6789996669977,126.6885029579862,127.676600124978,127.676600124978,127.676600124978,127.676600124978,127.68083291698713,128.67668174998835,128.67668174998835,128.94498441700125,c,1,0.2654382499749772,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,55,3,13,z,1,0.45974174997536466,None,13,3,55,3,,,,,128.9551993330242,,128.94571724999696,128.9551993330242,129.94332775002113,129.94332775002113,129.94332775002113,129.94332775002113,129.94897512497846,130.94341079198057,130.94341079198057,131.41175708302762,z,1,0.45974174997536466,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,56,0,14,x,1,0.259112500003539,None,14,0,56,0,,,,,131.42165820801165,,131.4123307080008,131.42165820801165,132.4100038749748,132.4100038749748,132.4100038749748,132.4100038749748,132.41515533300117,133.4100532499724,133.4100532499724,133.6784156250069,x,1,0.259112500003539,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,57,1,14,v,1,0.3462764160358347,None,14,1,57,1,,,,,133.68833595799515,,133.67897054197965,133.68833595799515,134.67663054197328,134.67663054197328,134.67663054197328,134.67663054197328,134.68167999997968,135.67674237501342,135.67674237501342,136.0283309170045,v,1,0.3462764160358347,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,58,2,14,c,1,0.27230037399567664,None,14,2,58,2,,,,,136.03831683297176,,136.02895983302733,136.03831683297176,137.02691262500593,137.02691262500593,137.02691262500593,137.02691262500593,137.03320587502094,138.02671779197408,138.02671779197408,138.31217341701267,c,1,0.27230037399567664,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,59,3,14,z,1,0.2490036659874022,None,14,3,59,3,,,,,138.32251779199578,,138.3131222500233,138.32251779199578,139.30995525000617,139.30995525000617,139.30995525000617,139.30995525000617,139.3153365830076,140.30999224999687,140.30999224999687,140.56238000001758,z,1,0.2490036659874022,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-50,x,60,0,15,x,1,0.31303162401309237,None,15,0,60,0,,,,,140.57256762497127,,140.56317345798016,140.57256762497127,141.56000720802695,141.56000720802695,141.56000720802695,141.56000720802695,141.56483054201817,142.55989820801187,142.55989820801187,142.87894283299102,x,1,0.31303162401309237,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
150,v,61,1,15,v,1,0.21428549895063043,None,15,1,61,1,,,,,142.88889037497574,,142.87959645799128,142.88889037497574,143.87654966698028,143.87654966698028,143.87654966698028,143.87654966698028,143.88116704201093,144.87654508301057,144.87654508301057,145.0951962500112,v,1,0.21428549895063043,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
50,c,62,2,15,c,1,0.2855439569684677,None,15,2,62,2,,,,,145.10529412498,,145.0958872080082,145.10529412498,146.0933405419928,146.0933405419928,146.0933405419928,146.0933405419928,146.09860808297526,147.09324374998687,147.09324374998687,147.38317004201235,c,1,0.2855439569684677,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
-150,z,63,3,15,z,1,0.2873787499847822,None,15,3,63,3,,,,,147.39266387501266,,147.3837067920249,147.39266387501266,148.38143537502037,148.38143537502037,148.38143537502037,148.38143537502037,148.38143537502037,149.38241487496998,149.38241487496998,149.6781947920099,z,1,0.2873787499847822,None,,,,,3,001,2025-10-01_11h45.19.951, Motor Sequence Learning,,2025.1.1,None,2025-10-01 11h46.48.403798 +0530,
